AVERAGE_SPEED_DIFF,AVERAGE_FREE_F1_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_F1_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,SECOND,MINUTE,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN
1,32.1,8.9,100.7,2,21.0,1029.0,33.0,3.0,0.0,0,0,13,24,2,2019,3.0
0,39.7,4.4,77.0,0,10.0,1021.0,87.0,2.0,0.0,0,0,22,11,4,2019,4.0
0,43.8,5.8,80.9,0,16.0,1017.0,82.0,2.0,0.0,0,0,0,17,8,2018,3.0
3,40.0,72.7,87.9,2,23.0,1022.0,36.0,2.0,0.0,0,0,10,26,9,2018,3.0
2,41.6,17.4,71.0,2,13.0,1018.0,93.0,4.0,3.0,0,0,13,29,1,2019,3.0
0,45.8,1.1,84.7,0,18.0,1021.0,93.0,1.0,4.0,0,0,0,21,9,2018,3.0
0,44.9,0.0,67.1,0,6.0,1020.0,100.0,2.0,0.0,0,0,2,26,1,2019,3.0
2,34.5,18.2,83.5,2,17.0,1014.0,93.0,3.0,2.0,0,0,18,14,4,2019,3.0
2,42.1,15.3,87.0,0,16.0,1017.0,87.0,0.0,0.0,0,0,23,27,7,2018,3.0
2,43.4,26.5,83.7,1,23.0,1012.0,64.0,2.0,0.0,0,0,19,2,9,2018,3.0
0,43.7,4.1,82.0,0,16.0,1009.0,93.0,2.0,4.0,0,0,20,15,10,2018,3.0
0,41.9,0.0,75.8,0,12.0,1022.0,76.0,4.0,3.0,0,0,4,28,11,2018,3.0
1,44.7,12.9,79.1,2,27.0,1012.0,42.0,2.0,0.0,0,0,17,2,9,2018,3.0
0,38.7,3.8,77.8,0,18.0,1005.0,82.0,7.0,4.0,0,0,20,10,10,2018,7.0
1,40.1,6.9,83.6,2,22.0,1017.0,68.0,3.0,2.0,0,0,12,28,7,2018,3.0
2,33.8,34.9,77.2,2,15.0,1014.0,77.0,7.0,3.0,0,0,11,16,5,2019,3.0
0,43.9,0.0,71.2,0,11.0,1019.0,82.0,8.0,2.0,0,0,0,29,11,2018,7.0
3,31.5,71.5,81.4,2,16.0,1012.0,77.0,4.0,2.0,0,0,11,18,4,2019,7.0
3,39.0,57.8,73.4,2,17.0,1021.0,67.0,3.0,2.0,0,0,15,7,6,2019,3.0
3,42.1,34.4,72.5,2,20.0,1016.0,77.0,2.0,2.0,0,0,19,3,6,2019,7.0
3,40.7,117.8,85.1,2,14.0,1022.0,82.0,2.0,3.0,0,0,16,3,11,2018,3.0
3,42.7,66.4,84.4,2,21.0,1020.0,73.0,6.0,2.0,0,0,16,23,9,2019,7.0
3,34.9,66.4,78.3,2,17.0,1019.0,77.0,2.0,0.0,0,0,15,12,4,2019,3.0
3,39.6,69.1,87.8,2,25.0,1017.0,54.0,6.0,0.0,0,0,15,17,8,2018,3.0
0,46.5,0.0,86.5,0,20.0,1016.0,72.0,4.0,0.0,0,0,1,13,10,2018,3.0
1,37.8,12.7,87.1,0,14.0,1013.0,76.0,4.0,2.0,0,0,21,13,6,2019,3.0
0,42.7,0.0,92.2,2,15.0,1015.0,93.0,1.0,0.0,0,0,7,15,8,2018,3.0
1,37.3,13.4,86.1,2,20.0,1008.0,56.0,6.0,1.0,0,0,13,17,11,2018,3.0
0,41.6,0.0,88.8,2,9.0,1029.0,58.0,2.0,0.0,0,0,9,24,2,2019,4.0
0,45.8,0.0,84.7,0,21.0,1014.0,60.0,7.0,0.0,0,0,4,13,10,2018,3.0
2,34.2,36.2,74.5,2,17.0,1018.0,52.0,6.0,2.0,0,0,11,11,6,2019,3.0
0,49.3,0.6,62.7,0,16.0,1020.0,100.0,2.0,3.0,0,0,2,1,7,2019,3.0
4,42.7,96.2,87.0,2,20.0,1022.0,60.0,6.0,1.0,0,0,14,9,8,2018,7.0
2,32.8,32.3,99.4,2,12.0,1023.0,81.0,3.0,3.0,0,0,11,8,2,2019,8.0
1,35.9,12.8,80.6,0,13.0,1022.0,76.0,3.0,3.0,0,0,20,27,11,2018,7.0
0,43.8,0.0,84.5,0,19.0,1019.0,82.0,2.0,3.0,0,0,4,30,7,2018,3.0
0,48.2,0.0,88.2,0,15.0,1015.0,93.0,1.0,0.0,0,0,5,15,8,2018,3.0
3,38.7,93.2,78.2,2,13.0,1018.0,72.0,2.0,2.0,0,0,9,7,6,2019,4.0
1,34.4,10.2,86.7,0,23.0,1015.0,83.0,2.0,0.0,0,0,20,5,8,2018,6.0
2,40.1,20.2,79.4,2,28.0,1017.0,78.0,2.0,2.0,0,0,14,22,7,2019,3.0
0,38.3,0.0,74.7,0,11.0,1022.0,76.0,4.0,4.0,0,0,2,28,11,2018,3.0
2,36.3,33.6,90.2,2,18.0,1020.0,100.0,3.0,3.0,0,0,10,29,8,2019,3.0
0,40.0,0.0,68.2,0,10.0,1015.0,82.0,1.0,2.0,0,0,5,7,6,2019,3.0
0,47.7,0.6,84.7,0,13.0,1011.0,82.0,3.0,2.0,0,0,5,6,11,2018,7.0
3,33.9,51.3,85.5,2,18.0,1026.0,82.0,7.0,2.0,0,0,18,27,4,2019,3.0
0,39.3,1.6,82.6,0,18.0,1019.0,82.0,0.0,0.0,0,0,21,21,10,2018,7.0
1,37.2,18.0,80.6,2,20.0,1017.0,82.0,1.0,3.0,0,0,12,26,6,2019,3.0
1,40.6,12.0,74.9,0,8.0,1022.0,87.0,2.0,0.0,0,0,20,17,1,2019,3.0
3,37.3,93.6,76.5,2,19.0,1015.0,59.0,7.0,2.0,0,0,15,12,6,2019,7.0
1,41.3,15.6,83.2,2,22.0,1024.0,37.0,7.0,0.0,0,0,12,23,10,2018,3.0
2,44.9,4.8,78.2,0,1.0,1030.0,80.0,1.0,0.0,0,0,7,4,2,2019,3.0
2,41.6,29.4,84.6,2,29.0,1018.0,26.0,2.0,0.0,0,0,16,25,9,2018,3.0
2,41.9,33.3,86.6,2,31.0,1017.0,25.0,5.0,0.0,0,0,11,20,8,2018,3.0
1,46.9,13.8,73.5,0,20.0,1017.0,93.0,5.0,2.0,0,0,20,23,8,2019,3.0
0,42.0,0.0,76.0,0,8.0,1022.0,100.0,1.0,3.0,0,0,3,29,1,2019,3.0
0,42.0,0.0,83.5,2,14.0,1021.0,93.0,1.0,0.0,0,0,7,11,8,2018,3.0
1,41.6,2.5,83.4,0,8.0,1026.0,93.0,3.0,4.0,0,0,2,7,2,2019,3.0
3,40.5,81.1,92.7,0,13.0,1029.0,71.0,1.0,0.0,0,0,19,12,2,2019,7.0
2,49.2,2.3,78.9,0,9.0,1025.0,62.0,5.0,0.0,0,0,7,26,2,2019,4.0
0,41.9,0.0,76.8,0,11.0,1013.0,93.0,5.0,2.0,0,0,6,24,11,2018,3.0
1,42.3,4.5,75.8,2,21.0,1014.0,60.0,2.0,0.0,0,0,16,15,11,2018,3.0
3,34.3,111.9,90.9,2,22.0,1012.0,94.0,9.0,3.0,0,0,14,8,8,2019,3.0
0,44.3,4.3,84.7,0,17.0,1025.0,82.0,0.0,0.0,0,0,20,23,10,2018,7.0
3,42.9,44.4,85.6,0,16.0,1018.0,93.0,3.0,1.0,0,0,18,16,10,2018,3.0
1,39.9,15.4,95.5,0,10.0,1021.0,93.0,1.0,2.0,0,0,1,11,4,2019,3.0
2,37.9,17.3,75.3,2,18.0,1017.0,87.0,3.0,2.0,0,0,12,17,6,2019,3.0
2,39.0,42.0,79.5,0,15.0,1023.0,87.0,5.0,3.0,0,0,19,2,12,2018,6.0
1,43.5,12.9,83.8,2,20.0,1019.0,68.0,2.0,0.0,0,0,12,30,8,2018,3.0
3,31.9,88.7,81.6,2,15.0,1022.0,72.0,3.0,2.0,0,0,11,11,4,2019,7.0
0,43.5,2.1,86.5,0,15.0,1020.0,93.0,1.0,0.0,0,0,23,29,8,2018,3.0
2,38.8,18.9,70.0,0,15.0,1019.0,77.0,2.0,3.0,0,0,20,6,5,2019,5.0
0,42.6,4.2,82.6,0,12.0,1014.0,93.0,1.0,0.0,0,0,23,26,10,2018,7.0
4,47.4,62.3,70.9,2,11.0,986.0,96.0,1.0,3.0,0,0,8,19,11,2018,3.0
2,38.3,36.8,87.1,2,20.0,1020.0,94.0,3.0,3.0,0,0,14,24,9,2019,3.0
4,43.2,80.4,89.2,2,9.0,1018.0,100.0,2.0,2.0,0,0,9,18,2,2019,3.0
0,47.3,0.0,77.6,0,16.0,1012.0,100.0,5.0,3.0,0,0,4,3,7,2019,3.0
1,35.1,3.8,63.6,0,14.0,1021.0,100.0,3.0,4.0,0,0,23,10,5,2019,3.0
3,37.3,30.4,76.7,2,24.0,1018.0,68.0,5.0,2.0,0,0,15,1,7,2019,3.0
0,37.3,1.1,82.6,0,18.0,1016.0,100.0,1.0,3.0,0,0,23,14,7,2019,3.0
0,52.7,0.0,76.9,0,15.0,1020.0,100.0,3.0,4.0,0,0,1,10,9,2019,3.0
2,40.3,24.7,78.0,0,14.0,1023.0,76.0,4.0,2.0,0,0,17,27,11,2018,3.0
1,38.8,19.1,86.7,0,22.0,1012.0,61.0,2.0,0.0,0,0,23,1,9,2018,3.0
1,44.3,3.3,75.7,0,14.0,1019.0,100.0,2.0,2.0,0,0,23,22,9,2019,3.0
0,41.8,0.0,82.1,0,13.0,1016.0,87.0,1.0,4.0,0,0,23,25,10,2018,7.0
0,38.0,6.3,85.6,0,10.0,1028.0,100.0,0.0,2.0,0,0,1,1,3,2019,3.0
3,33.9,99.8,75.9,2,16.0,1015.0,82.0,7.0,2.0,0,0,15,8,5,2019,4.0
3,43.3,52.6,85.2,0,20.0,1014.0,73.0,1.0,0.0,0,0,18,19,10,2018,7.0
4,45.0,109.0,82.7,2,12.0,1004.0,51.0,2.0,0.0,0,0,9,10,10,2018,3.0
1,46.9,1.2,85.2,0,15.0,1020.0,88.0,2.0,0.0,0,0,2,22,10,2018,3.0
0,44.5,0.0,83.7,0,21.0,1016.0,88.0,0.0,0.0,0,0,2,4,8,2018,3.0
2,46.1,12.8,75.1,0,13.0,1018.0,93.0,6.0,3.0,0,0,20,23,1,2019,7.0
1,44.2,14.6,74.1,0,17.0,1017.0,100.0,2.0,3.0,0,0,3,24,8,2019,3.0
1,36.3,15.0,94.2,2,21.0,1016.0,77.0,3.0,2.0,0,0,12,7,7,2019,3.0
0,43.8,2.2,80.9,0,17.0,1015.0,82.0,0.0,0.0,0,0,2,1,9,2018,3.0
1,43.4,3.3,72.1,0,11.0,1018.0,87.0,2.0,1.0,0,0,22,8,11,2018,7.0
2,38.9,36.2,87.7,2,15.0,1022.0,67.0,4.0,0.0,0,0,15,11,12,2018,3.0
2,42.1,7.3,87.6,0,11.0,1024.0,93.0,4.0,3.0,0,0,6,3,3,2019,3.0
3,40.0,55.7,75.1,2,18.0,1017.0,72.0,4.0,2.0,0,0,15,14,6,2019,3.0
0,39.7,0.0,69.7,0,17.0,1016.0,93.0,1.0,2.0,0,0,0,27,6,2019,3.0
0,34.9,3.7,80.8,0,7.0,1012.0,100.0,1.0,2.0,0,0,2,1,11,2018,7.0
2,30.8,18.0,100.8,2,18.0,1027.0,42.0,5.0,0.0,0,0,12,22,2,2019,3.0
2,39.1,20.3,81.8,2,16.0,1030.0,87.0,2.0,1.0,0,0,14,6,12,2018,8.0
0,37.8,1.6,89.9,0,14.0,1027.0,81.0,1.0,0.0,0,0,21,25,2,2019,3.0
1,41.9,16.5,92.3,2,24.0,1017.0,41.0,6.0,0.0,0,0,10,18,8,2018,3.0
0,42.0,0.0,75.9,0,13.0,1015.0,72.0,5.0,0.0,0,0,23,14,11,2018,7.0
0,41.7,6.5,74.5,0,14.0,1006.0,71.0,6.0,3.0,0,0,20,25,11,2018,7.0
0,42.9,0.0,70.8,0,13.0,1019.0,100.0,2.0,2.0,0,0,4,23,5,2019,3.0
0,41.8,0.0,86.9,0,4.0,1021.0,100.0,1.0,0.0,0,0,4,19,2,2019,3.0
1,34.1,9.6,84.9,0,18.0,1017.0,93.0,1.0,2.0,0,0,23,5,7,2019,6.0
4,41.6,117.6,67.1,2,15.0,1011.0,93.0,6.0,4.0,0,0,8,18,6,2019,7.0
1,37.6,15.8,89.9,2,23.0,1024.0,29.0,1.0,0.0,0,0,13,24,10,2018,3.0
3,40.3,50.4,78.9,2,18.0,1013.0,93.0,4.0,4.0,0,0,9,3,7,2019,3.0
3,41.1,119.9,81.6,2,13.0,1023.0,66.0,6.0,2.0,0,0,16,27,1,2019,7.0
1,40.5,4.4,88.3,0,18.0,1016.0,68.0,2.0,0.0,0,0,1,18,8,2018,3.0
1,39.5,3.1,70.0,0,9.0,1016.0,76.0,4.0,0.0,0,0,2,3,4,2019,3.0
2,40.4,23.4,88.8,2,13.0,1009.0,66.0,3.0,2.0,0,0,14,29,10,2018,3.0
2,41.0,21.2,80.7,2,19.0,1018.0,82.0,3.0,2.0,0,0,18,22,9,2019,3.0
2,37.1,36.9,92.7,2,17.0,1024.0,55.0,1.0,0.0,0,0,17,15,2,2019,3.0
0,45.4,3.0,89.2,0,14.0,1017.0,100.0,0.0,0.0,0,0,2,14,8,2018,3.0
0,37.8,0.0,62.9,0,15.0,1018.0,100.0,6.0,2.0,0,0,0,21,6,2019,3.0
2,36.7,40.2,84.9,2,19.0,1017.0,87.0,2.0,2.0,0,0,18,5,5,2019,6.0
3,43.8,43.9,82.7,2,18.0,1022.0,82.0,2.0,0.0,0,0,10,19,9,2018,3.0
0,41.6,0.0,85.5,0,9.0,1018.0,81.0,0.0,1.0,0,0,23,29,1,2019,3.0
1,35.4,3.0,73.5,0,17.0,1016.0,93.0,1.0,2.0,0,0,0,7,7,2019,3.0
0,37.1,0.0,90.2,0,18.0,1016.0,93.0,4.0,4.0,0,0,5,7,8,2018,3.0
3,41.7,38.5,68.2,2,13.0,1018.0,93.0,6.0,2.0,0,0,10,24,1,2019,7.0
0,47.3,0.0,71.1,0,7.0,1018.0,87.0,1.0,0.0,0,0,4,30,3,2019,3.0
2,40.6,25.8,80.7,1,19.0,1016.0,93.0,1.0,2.0,0,0,20,23,7,2019,3.0
0,35.4,0.6,76.8,2,18.0,1015.0,93.0,1.0,3.0,0,0,7,14,7,2019,3.0
0,35.2,1.6,67.9,0,18.0,1017.0,93.0,5.0,2.0,0,0,21,28,6,2019,3.0
0,40.2,5.3,85.5,0,18.0,1017.0,88.0,0.0,0.0,0,0,22,26,7,2018,7.0
1,45.8,2.0,84.1,0,13.0,1025.0,48.0,4.0,0.0,0,0,6,24,10,2018,3.0
1,40.9,0.9,87.5,0,20.0,1012.0,77.0,2.0,0.0,0,0,3,2,9,2018,3.0
3,34.4,100.9,77.8,2,19.0,1016.0,77.0,4.0,2.0,0,0,17,20,6,2019,7.0
0,42.8,0.0,83.2,0,16.0,1019.0,100.0,2.0,2.0,0,0,0,29,8,2019,3.0
3,42.5,36.8,89.4,2,21.0,1017.0,69.0,0.0,4.0,0,0,13,28,8,2019,3.0
2,44.5,7.4,65.0,0,15.0,1018.0,93.0,2.0,3.0,0,0,3,21,6,2019,3.0
0,39.3,5.7,85.5,2,28.0,1014.0,51.0,4.0,0.0,0,0,12,2,9,2018,3.0
2,40.4,16.1,83.2,0,21.0,1015.0,94.0,1.0,2.0,0,0,20,17,8,2019,3.0
0,41.9,0.0,86.6,0,18.0,1018.0,50.0,4.0,0.0,0,0,3,25,9,2018,3.0
2,36.1,18.9,75.3,2,19.0,1018.0,40.0,5.0,2.0,0,0,13,11,6,2019,3.0
1,32.4,15.4,98.6,2,23.0,1016.0,88.0,2.0,4.0,0,0,12,24,7,2019,3.0
0,41.3,0.0,87.0,0,3.0,1030.0,86.0,3.0,0.0,0,0,6,4,2,2019,3.0
3,38.1,40.3,75.1,2,20.0,1017.0,72.0,2.0,2.0,0,0,16,19,6,2019,3.0
1,37.4,3.6,65.2,0,11.0,1020.0,93.0,0.0,0.0,0,0,0,13,4,2019,3.0
0,41.3,0.0,90.0,0,13.0,1019.0,100.0,7.0,3.0,0,0,5,10,2,2019,3.0
2,43.4,19.2,87.3,0,19.0,1016.0,100.0,0.0,2.0,0,0,22,17,8,2019,3.0
0,42.4,1.5,81.2,0,22.0,1014.0,57.0,3.0,0.0,0,0,20,31,8,2018,7.0
0,42.5,0.0,84.4,0,9.0,1011.0,70.0,5.0,1.0,0,0,21,27,10,2018,7.0
2,37.2,30.9,77.2,2,19.0,1022.0,68.0,4.0,2.0,0,0,14,15,6,2019,3.0
4,49.2,85.5,74.1,2,10.0,1006.0,93.0,5.0,3.0,0,0,8,21,11,2018,7.0
1,40.1,9.5,80.3,2,15.0,1021.0,87.0,4.0,3.0,0,0,10,29,9,2019,3.0
1,31.7,21.8,99.5,2,15.0,1022.0,55.0,2.0,0.0,0,0,14,16,2,2019,3.0
1,38.2,17.3,88.4,0,18.0,1013.0,82.0,5.0,0.0,0,0,19,11,10,2018,8.0
0,42.3,1.2,62.0,0,16.0,1013.0,88.0,2.0,3.0,0,0,3,4,6,2019,3.0
4,49.6,63.5,67.8,2,17.0,1013.0,100.0,2.0,3.0,0,0,7,8,7,2019,3.0
3,41.9,39.1,90.2,2,13.0,1022.0,82.0,4.0,4.0,0,0,17,8,2,2019,3.0
3,34.1,69.7,92.5,2,20.0,1019.0,77.0,4.0,3.0,0,0,13,13,8,2018,3.0
1,42.3,4.3,71.7,0,13.0,1015.0,82.0,4.0,2.0,0,0,0,5,6,2019,3.0
1,38.2,13.5,88.4,2,31.0,1013.0,38.0,3.0,0.0,0,0,15,1,9,2018,3.0
2,39.6,17.2,83.3,2,21.0,1022.0,73.0,3.0,2.0,0,0,12,11,8,2019,3.0
4,49.4,47.2,68.1,2,12.0,1012.0,81.0,2.0,0.0,0,0,7,1,4,2019,7.0
0,43.1,0.0,71.4,0,17.0,1018.0,93.0,1.0,2.0,0,0,21,2,6,2019,5.0
2,38.1,21.0,93.8,0,13.0,1020.0,87.0,7.0,3.0,0,0,19,9,2,2019,8.0
2,39.6,36.8,89.1,2,17.0,1019.0,82.0,3.0,1.0,0,0,12,23,8,2018,3.0
2,37.0,40.9,90.6,2,22.0,1021.0,73.0,3.0,0.0,0,0,14,21,9,2018,3.0
0,43.7,0.0,82.0,0,6.0,1009.0,81.0,5.0,0.0,0,0,3,28,10,2018,7.0
0,41.5,0.0,76.3,0,15.0,1013.0,58.0,5.0,0.0,0,0,4,21,4,2019,4.0
1,41.6,14.4,89.2,0,22.0,1016.0,78.0,1.0,0.0,0,0,21,3,8,2018,6.0
0,45.1,0.0,83.3,0,9.0,1013.0,70.0,3.0,1.0,0,0,21,28,10,2018,7.0
0,38.4,0.0,99.2,0,14.0,1019.0,93.0,9.0,3.0,0,0,20,3,3,2019,3.0
3,34.0,191.1,89.7,2,22.0,1022.0,68.0,6.0,2.0,0,0,14,12,8,2019,3.0
2,37.3,22.1,90.3,2,25.0,1018.0,33.0,2.0,0.0,0,0,13,4,10,2018,3.0
0,42.7,2.8,83.5,0,15.0,1019.0,93.0,2.0,0.0,0,0,0,12,8,2018,3.0
2,37.2,45.7,83.4,2,12.0,1033.0,82.0,1.0,0.0,0,0,12,8,12,2018,3.0
1,39.5,2.8,89.7,0,4.0,1007.0,100.0,0.0,3.0,0,0,23,7,2,2019,3.0
1,31.4,16.9,99.4,2,12.0,1023.0,66.0,3.0,0.0,0,0,12,20,2,2019,3.0
1,34.2,17.7,82.1,2,23.0,1015.0,73.0,5.0,2.0,0,0,12,4,7,2019,3.0
1,38.5,22.9,90.5,2,22.0,1023.0,69.0,3.0,0.0,0,0,14,23,9,2018,3.0
0,41.4,0.0,89.1,0,14.0,1024.0,71.0,1.0,0.0,0,0,23,26,2,2019,3.0
0,42.5,3.4,83.4,0,17.0,1015.0,93.0,1.0,1.0,0,0,22,5,9,2018,7.0
2,34.6,23.4,77.9,2,14.0,1017.0,71.0,3.0,2.0,0,0,11,18,5,2019,3.0
2,43.9,10.5,72.8,2,22.0,1014.0,88.0,2.0,2.0,0,0,19,26,8,2019,3.0
2,38.1,55.6,89.4,2,21.0,1016.0,69.0,1.0,2.0,0,0,18,8,9,2018,3.0
1,45.1,7.7,86.0,0,13.0,1012.0,76.0,6.0,3.0,0,0,0,15,10,2018,3.0
1,46.0,4.5,82.6,0,12.0,1016.0,100.0,0.0,0.0,0,0,23,5,10,2018,7.0
2,37.3,19.5,97.7,2,14.0,1023.0,67.0,5.0,2.0,0,0,14,8,2,2019,3.0
3,44.5,75.8,90.2,1,14.0,1029.0,62.0,2.0,0.0,0,0,18,12,2,2019,3.0
0,41.2,0.0,88.6,0,19.0,1017.0,82.0,1.0,4.0,0,0,23,6,8,2018,7.0
0,43.7,3.1,73.7,0,12.0,1023.0,71.0,4.0,3.0,0,0,21,27,11,2018,7.0
3,42.0,45.3,89.4,1,14.0,1027.0,87.0,2.0,2.0,0,0,18,1,3,2019,3.0
1,38.1,19.0,78.4,2,20.0,1012.0,88.0,4.0,3.0,0,0,13,3,9,2018,3.0
1,46.4,7.1,83.4,2,17.0,1018.0,82.0,0.0,3.0,0,0,7,29,7,2018,3.0
1,37.1,13.3,90.1,2,16.0,1021.0,88.0,1.0,0.0,0,0,9,29,8,2018,3.0
1,43.6,8.0,85.7,0,12.0,1021.0,100.0,1.0,3.0,0,0,21,3,11,2018,7.0
0,41.9,0.0,79.8,0,19.0,1014.0,94.0,3.0,3.0,0,0,23,24,7,2019,3.0
1,43.8,10.6,75.1,0,13.0,1021.0,100.0,6.0,2.0,0,0,4,28,9,2019,3.0
0,45.1,0.8,86.6,0,16.0,1011.0,100.0,0.0,1.0,0,0,3,28,8,2018,3.0
0,43.0,0.0,82.2,0,17.0,1017.0,93.0,3.0,3.0,0,0,2,13,8,2018,3.0
3,38.6,42.7,78.0,2,18.0,1019.0,77.0,2.0,3.0,0,0,10,21,6,2019,3.0
0,40.9,2.5,66.6,0,10.0,1016.0,87.0,1.0,2.0,0,0,3,18,5,2019,4.0
4,45.1,75.6,86.6,2,15.0,1014.0,93.0,2.0,3.0,0,0,17,17,10,2018,7.0
3,40.3,56.4,82.9,2,22.0,1014.0,82.0,2.0,2.0,0,0,14,25,8,2019,3.0
1,40.4,15.4,84.6,2,20.0,1013.0,83.0,3.0,3.0,0,0,12,3,9,2018,3.0
3,42.6,52.1,88.3,2,24.0,1016.0,51.0,5.0,0.0,0,0,16,17,8,2018,3.0
3,42.4,36.8,86.1,2,17.0,1004.0,48.0,3.0,0.0,0,0,10,10,10,2018,3.0
2,36.3,29.2,66.6,2,15.0,1016.0,62.0,4.0,2.0,0,0,11,19,5,2019,3.0
2,34.9,29.4,94.5,2,29.0,1021.0,33.0,2.0,0.0,0,0,13,24,9,2018,3.0
0,34.4,2.6,87.2,0,6.0,1031.0,100.0,0.0,0.0,0,0,4,28,2,2019,3.0
2,37.4,25.6,89.8,2,19.0,1018.0,77.0,2.0,2.0,0,0,12,18,9,2018,3.0
2,35.5,30.5,106.9,2,22.0,1022.0,33.0,3.0,0.0,0,0,15,26,2,2019,3.0
0,39.3,0.0,70.8,0,8.0,1025.0,100.0,0.0,2.0,0,0,22,30,11,2018,3.0
2,36.6,15.8,83.8,1,11.0,1000.0,71.0,3.0,2.0,0,0,19,23,4,2019,5.0
0,45.6,4.6,85.6,0,18.0,1021.0,100.0,3.0,3.0,0,0,1,15,8,2019,3.0
0,42.7,0.0,83.8,0,9.0,1021.0,81.0,4.0,0.0,0,0,3,14,11,2018,3.0
4,41.5,75.8,86.6,2,23.0,1015.0,100.0,6.0,3.0,0,0,17,19,7,2019,3.0
1,47.1,5.3,76.0,0,16.0,1020.0,93.0,7.0,3.0,0,0,1,24,9,2019,3.0
2,51.9,2.3,70.3,0,8.0,1020.0,100.0,3.0,0.0,0,0,3,25,1,2019,3.0
1,42.4,4.0,78.5,0,11.0,1018.0,76.0,3.0,2.0,0,0,21,25,4,2019,4.0
2,34.7,35.9,92.0,2,24.0,1017.0,57.0,4.0,0.0,0,0,14,17,8,2018,3.0
3,33.4,70.4,79.5,2,14.0,1009.0,77.0,10.0,3.0,0,0,11,6,6,2019,7.0
3,38.7,40.1,74.6,2,15.0,1032.0,82.0,1.0,1.0,0,0,11,6,12,2018,3.0
0,40.5,20.9,71.1,0,15.0,1024.0,87.0,7.0,4.0,0,0,0,3,12,2018,3.0
1,39.8,15.2,89.6,2,19.0,1018.0,83.0,4.0,2.0,0,0,12,12,8,2018,3.0
0,49.4,2.3,77.4,0,16.0,1019.0,93.0,2.0,2.0,0,0,21,22,9,2019,3.0
0,45.0,2.3,65.2,0,16.0,1016.0,93.0,1.0,2.0,0,0,1,27,6,2019,3.0
0,41.6,0.0,77.3,0,8.0,1032.0,100.0,0.0,0.0,0,0,4,9,12,2018,3.0
3,38.4,75.5,93.4,2,22.0,1017.0,88.0,4.0,3.0,0,0,16,23,7,2019,7.0
2,40.8,12.6,80.4,0,15.0,1028.0,77.0,2.0,3.0,0,0,20,5,12,2018,7.0
0,44.8,0.0,90.3,0,16.0,1020.0,93.0,1.0,4.0,0,0,5,21,9,2018,3.0
3,39.8,64.1,89.6,2,22.0,1017.0,60.0,3.0,0.0,0,0,15,14,8,2018,3.0
0,48.2,0.0,66.2,0,13.0,1010.0,76.0,1.0,0.0,0,0,22,16,4,2019,3.0
0,46.0,2.6,83.2,0,5.0,1023.0,100.0,2.0,0.0,0,0,6,13,11,2018,3.0
3,40.9,96.1,73.8,2,8.0,1022.0,87.0,2.0,0.0,0,0,11,17,1,2019,4.0
0,42.9,0.0,72.0,0,16.0,1014.0,88.0,3.0,2.0,0,0,2,26,6,2019,3.0
0,47.2,2.4,80.1,0,10.0,1011.0,93.0,2.0,1.0,0,0,3,6,11,2018,7.0
2,40.4,33.8,87.9,0,20.0,1016.0,68.0,0.0,0.0,0,0,22,18,8,2018,3.0
1,38.4,4.4,83.4,0,13.0,1022.0,54.0,4.0,0.0,0,0,4,15,2,2019,3.0
4,43.8,61.1,83.8,2,7.0,1024.0,58.0,5.0,0.0,0,0,9,15,2,2019,3.0
1,41.9,2.7,86.9,0,12.0,1024.0,76.0,1.0,0.0,0,0,1,27,2,2019,3.0
3,39.0,63.5,89.3,2,20.0,1016.0,83.0,2.0,2.0,0,0,11,25,7,2018,3.0
3,40.3,42.5,71.9,0,14.0,1018.0,82.0,5.0,1.0,0,0,18,24,1,2019,4.0
0,40.7,3.5,81.4,0,9.0,1016.0,81.0,3.0,1.0,0,0,0,8,11,2018,3.0
1,50.9,1.7,69.4,0,13.0,1007.0,71.0,4.0,0.0,0,0,4,17,4,2019,3.0
2,32.6,29.2,96.6,2,14.0,1022.0,62.0,3.0,0.0,0,0,17,20,2,2019,3.0
3,37.8,74.8,77.0,2,12.0,1018.0,93.0,2.0,3.0,0,0,9,2,4,2019,3.0
3,40.5,35.6,79.1,2,12.0,1024.0,71.0,4.0,0.0,0,0,17,21,1,2019,3.0
0,48.2,0.0,83.4,0,12.0,1015.0,93.0,2.0,3.0,0,0,6,4,11,2018,3.0
1,37.7,22.1,89.4,2,20.0,1013.0,88.0,3.0,3.0,0,0,11,3,9,2018,3.0
1,39.7,12.6,88.7,0,17.0,1016.0,93.0,6.0,2.0,0,0,20,7,8,2018,3.0
0,33.7,6.4,84.2,2,15.0,1012.0,55.0,2.0,0.0,0,0,10,31,3,2019,3.0
3,46.8,40.3,78.7,0,13.0,1019.0,93.0,0.0,3.0,0,0,0,4,11,2018,3.0
1,35.6,14.2,73.5,2,17.0,1026.0,67.0,3.0,0.0,0,0,13,5,12,2018,3.0
2,34.1,25.6,79.3,2,19.0,1021.0,82.0,3.0,3.0,0,0,12,23,5,2019,3.0
0,37.4,6.5,93.0,0,8.0,1021.0,81.0,1.0,0.0,0,0,3,17,2,2019,3.0
