,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR
1838,0,39.4,0.0,89.7,0,12.0,1017.0,93.0,0.0,3.0,21,17,2,2019
1839,0,44.4,5.8,80.9,0,17.0,1010.0,77.0,4.0,4.0,2,21,9,2019
1841,3,34.1,50.4,92.7,2,24.0,999.0,68.0,1.0,1.0,10,22,8,2018
1843,0,33.6,5.3,68.5,0,14.0,1013.0,100.0,3.0,4.0,6,22,9,2019
1844,3,41.9,46.3,86.6,2,22.0,1021.0,73.0,5.0,1.0,16,21,9,2018
1845,2,42.1,28.6,81.2,2,14.0,1020.0,67.0,5.0,1.0,10,14,11,2018
1847,2,47.8,10.4,66.8,0,10.0,1023.0,54.0,6.0,1.0,23,10,12,2018
1850,0,42.6,0.0,89.2,2,15.0,1017.0,87.0,3.0,6.0,6,29,7,2018
1853,2,32.7,39.3,94.1,2,11.0,1021.0,57.0,7.0,5.0,16,2,2,2019
1854,2,35.0,18.0,89.0,2,25.0,1022.0,21.0,5.0,1.0,11,3,10,2018
1855,4,46.3,95.1,68.5,2,22.0,1017.0,88.0,7.0,6.0,19,28,6,2019
1856,0,37.0,3.0,95.2,0,9.0,1023.0,87.0,2.0,3.0,0,21,2,2019
1857,2,33.5,15.5,75.8,2,16.0,1020.0,67.0,4.0,3.0,13,6,5,2019
1858,3,41.4,110.4,67.4,2,14.0,1013.0,87.0,6.0,4.0,9,9,5,2019
1859,3,40.9,58.0,83.2,2,21.0,1021.0,77.0,3.0,6.0,16,26,9,2019
1862,2,39.4,27.0,89.5,2,21.0,1016.0,73.0,6.0,5.0,16,27,7,2018
1863,2,40.7,30.9,88.5,1,18.0,1020.0,68.0,5.0,1.0,19,10,8,2018
1865,3,40.7,104.4,89.9,2,10.0,1023.0,66.0,5.0,1.0,10,21,2,2019
1866,0,38.4,5.4,99.1,2,16.0,1010.0,77.0,4.0,1.0,9,17,11,2018
1867,2,34.3,14.9,78.7,2,21.0,1018.0,82.0,5.0,4.0,12,29,6,2019
1869,0,41.4,0.0,85.4,0,12.0,998.0,76.0,2.0,4.0,23,31,1,2019
1870,2,40.1,31.5,88.8,0,16.0,1011.0,87.0,4.0,3.0,18,10,11,2018
1877,0,39.1,0.0,86.8,0,0.0,1027.0,93.0,0.0,1.0,4,3,2,2019
1880,3,44.3,19.9,85.8,1,24.0,1016.0,73.0,2.0,1.0,19,3,8,2018
1881,1,41.1,11.6,82.0,2,23.0,1020.0,57.0,3.0,1.0,13,11,8,2018
1884,1,42.8,3.3,75.2,0,17.0,1021.0,59.0,0.0,1.0,20,2,10,2018
1886,2,38.3,27.5,83.1,2,13.0,1019.0,62.0,7.0,5.0,15,18,2,2019
1888,0,39.3,0.0,70.9,2,8.0,1024.0,93.0,3.0,4.0,9,1,12,2018
1891,0,38.3,7.7,75.7,0,12.0,1022.0,81.0,3.0,4.0,0,28,11,2018
1893,1,47.4,1.3,73.2,0,8.0,1020.0,93.0,2.0,1.0,4,25,1,2019
1894,0,44.9,3.8,82.5,0,16.0,1017.0,100.0,0.0,4.0,4,28,8,2019
1895,0,41.4,0.0,89.6,0,10.0,1016.0,87.0,5.0,4.0,6,5,3,2019
1896,1,36.0,13.1,111.1,0,11.0,1029.0,81.0,1.0,1.0,22,23,2,2019
1898,1,36.8,4.5,76.6,0,12.0,1023.0,51.0,6.0,1.0,21,10,12,2018
1900,2,45.7,5.1,79.5,0,5.0,1021.0,100.0,0.0,1.0,2,19,2,2019
1904,2,39.8,8.6,70.6,2,22.0,1017.0,82.0,3.0,6.0,12,25,6,2019
1905,1,37.3,4.5,77.4,1,11.0,1004.0,87.0,4.0,2.0,6,22,4,2019
1907,0,36.7,4.8,79.1,0,15.0,1029.0,82.0,2.0,4.0,23,5,12,2018
1908,3,31.2,92.6,82.8,0,15.0,1022.0,87.0,7.0,4.0,17,2,12,2018
1909,2,38.1,70.4,92.1,1,16.0,1020.0,62.0,1.0,1.0,18,16,2,2019
1910,1,48.5,3.9,78.5,0,12.0,993.0,71.0,7.0,4.0,6,1,2,2019
1912,3,40.4,52.4,87.4,2,24.0,1016.0,47.0,5.0,5.0,15,20,10,2018
1914,3,40.9,84.0,88.9,1,21.0,1026.0,40.0,4.0,1.0,18,22,2,2019
1915,2,38.8,17.3,81.9,0,12.0,1024.0,100.0,5.0,4.0,22,1,12,2018
1916,1,33.5,7.5,87.9,0,14.0,1028.0,71.0,2.0,1.0,20,24,2,2019
1918,1,37.9,15.7,81.6,0,16.0,1019.0,93.0,3.0,1.0,20,28,9,2018
1923,0,42.0,0.0,77.7,0,13.0,1017.0,76.0,4.0,6.0,22,17,5,2019
1927,0,43.1,0.0,82.7,2,19.0,1016.0,49.0,6.0,1.0,7,18,8,2018
1928,2,37.3,36.1,90.3,2,29.0,1015.0,39.0,3.0,1.0,12,21,8,2018
1929,2,37.9,21.7,89.3,2,22.0,1015.0,53.0,3.0,1.0,14,26,8,2018
1930,4,41.0,65.0,84.2,0,14.0,1016.0,93.0,1.0,1.0,19,15,11,2018
1931,2,52.1,3.5,69.2,0,13.0,1014.0,66.0,7.0,4.0,1,26,11,2018
1933,0,41.8,1.2,86.5,0,16.0,1015.0,77.0,6.0,1.0,23,11,10,2018
1936,1,31.5,16.8,72.9,2,13.0,1023.0,71.0,6.0,4.0,11,28,11,2018
1938,3,46.1,44.2,83.4,2,21.0,1011.0,60.0,5.0,5.0,17,18,10,2018
1941,0,46.6,2.1,85.3,0,18.0,1011.0,88.0,0.0,1.0,1,3,9,2018
1943,3,42.4,37.1,86.6,1,22.0,1019.0,46.0,5.0,1.0,18,1,10,2018
1944,0,40.7,1.9,78.5,2,20.0,1014.0,68.0,1.0,5.0,9,8,9,2018
1946,0,43.5,5.1,75.6,0,17.0,1021.0,88.0,2.0,1.0,20,22,10,2018
1948,3,41.0,37.3,84.3,0,11.0,1021.0,66.0,3.0,5.0,18,17,1,2019
1949,0,39.6,0.0,89.1,0,18.0,1021.0,68.0,3.0,1.0,21,10,9,2018
1950,1,48.5,3.5,81.1,0,9.0,1016.0,100.0,3.0,4.0,6,18,2,2019
1951,3,36.9,71.3,90.5,2,21.0,1016.0,83.0,3.0,4.0,16,6,8,2018
1957,1,31.3,19.9,98.5,2,17.0,1028.0,72.0,3.0,3.0,14,2,3,2019
1959,3,42.4,61.5,86.6,2,20.0,1018.0,73.0,2.0,1.0,16,13,9,2018
1960,2,38.8,17.2,88.8,0,16.0,1020.0,82.0,3.0,1.0,20,10,8,2018
1961,1,42.5,2.9,75.1,2,20.0,1017.0,72.0,4.0,6.0,13,22,9,2019
1962,1,37.2,12.9,93.9,0,10.0,1024.0,81.0,1.0,5.0,21,15,2,2019
1964,1,41.4,4.1,65.3,0,16.0,1013.0,52.0,2.0,2.0,2,21,4,2019
1966,0,42.1,2.5,82.6,0,6.0,1025.0,81.0,1.0,5.0,22,2,2,2019
1969,0,44.8,0.0,81.4,0,17.0,1018.0,88.0,5.0,4.0,1,9,8,2018
1970,2,47.3,4.3,68.0,0,11.0,1022.0,93.0,2.0,4.0,7,12,12,2018
1971,4,47.9,91.1,68.8,2,8.0,1027.0,58.0,5.0,1.0,8,10,12,2018
1973,0,43.5,0.0,76.5,0,18.0,1019.0,93.0,2.0,4.0,0,30,9,2019
1978,2,36.0,53.4,96.4,2,13.0,1023.0,58.0,5.0,1.0,11,21,2,2019
1982,1,35.4,4.1,67.6,0,12.0,1020.0,76.0,2.0,2.0,22,29,3,2019
1983,3,41.7,105.1,84.4,2,21.0,1017.0,88.0,3.0,6.0,16,9,8,2019
1984,1,35.5,11.8,46.4,2,21.0,1022.0,73.0,4.0,6.0,16,11,8,2019
1987,2,34.4,30.8,91.6,2,24.0,1023.0,33.0,6.0,1.0,14,23,10,2018
1988,0,42.9,0.0,82.1,0,17.0,1013.0,88.0,3.0,4.0,2,4,7,2019
1991,2,38.1,37.9,83.9,2,22.0,1021.0,64.0,6.0,1.0,14,19,9,2018
1992,2,45.7,14.4,85.4,0,14.0,1019.0,100.0,0.0,3.0,21,16,10,2018
1993,2,51.7,3.9,79.6,0,9.0,1024.0,87.0,1.0,1.0,2,16,2,2019
1994,3,43.4,42.7,80.8,2,22.0,1013.0,35.0,4.0,1.0,17,8,10,2018
1995,2,39.1,15.1,70.6,2,16.0,1018.0,51.0,4.0,2.0,7,20,4,2019
1996,0,45.8,0.0,87.0,0,17.0,1010.0,100.0,2.0,5.0,4,3,9,2018
1999,2,42.4,23.1,83.3,2,27.0,1013.0,39.0,3.0,1.0,17,21,8,2018
2001,2,34.9,32.9,96.9,2,14.0,1032.0,87.0,2.0,1.0,12,9,12,2018
2002,0,42.0,0.0,75.6,1,10.0,1021.0,81.0,4.0,4.0,8,27,1,2019
2003,4,46.2,97.3,63.1,2,3.0,1025.0,100.0,2.0,1.0,9,21,1,2019
2004,1,39.5,10.2,90.2,2,17.0,1014.0,88.0,1.0,4.0,10,24,6,2019
2006,0,44.9,0.0,85.9,0,19.0,1016.0,60.0,3.0,1.0,2,18,8,2018
2008,1,44.0,14.8,85.5,2,28.0,1015.0,33.0,6.0,1.0,11,1,9,2018
2009,0,41.0,0.0,90.9,0,10.0,1024.0,62.0,4.0,1.0,5,26,2,2019
2011,1,37.0,13.3,97.4,2,15.0,1029.0,77.0,1.0,4.0,12,2,3,2019
2012,2,39.9,36.3,90.2,2,20.0,1022.0,68.0,7.0,6.0,13,10,9,2019
2013,1,45.2,6.3,77.0,0,19.0,1014.0,93.0,1.0,1.0,23,21,8,2018
2014,3,45.4,40.7,84.4,2,21.0,1022.0,77.0,4.0,6.0,14,11,8,2019
2019,0,35.0,4.0,87.1,0,18.0,1013.0,100.0,5.0,4.0,0,3,7,2019
2023,1,38.6,5.9,62.9,0,13.0,1016.0,76.0,5.0,6.0,20,17,5,2019
2024,2,33.6,23.7,76.5,2,21.0,1020.0,82.0,1.0,6.0,11,1,7,2019
2025,3,42.9,53.2,86.5,2,16.0,1014.0,82.0,4.0,5.0,15,26,10,2018
2026,4,48.0,112.7,82.3,2,15.0,1023.0,42.0,7.0,1.0,8,23,10,2018
2027,4,47.2,52.0,78.5,2,8.0,1026.0,71.0,4.0,1.0,8,22,2,2019
2028,4,44.5,81.0,77.3,2,16.0,1021.0,87.0,3.0,6.0,9,23,9,2019
2029,3,39.7,76.5,71.8,2,20.0,1016.0,82.0,2.0,4.0,17,26,6,2019
2030,3,39.8,59.6,75.1,2,21.0,1016.0,77.0,3.0,4.0,16,26,6,2019
2034,2,37.2,50.4,83.0,2,14.0,1020.0,71.0,5.0,3.0,16,20,1,2019
2035,0,49.2,0.0,81.3,0,11.0,1019.0,100.0,0.0,1.0,5,30,8,2018
2036,1,37.6,4.6,62.4,2,16.0,1015.0,88.0,2.0,3.0,9,22,6,2019
2039,1,44.7,7.2,84.4,0,17.0,1016.0,100.0,2.0,4.0,23,15,8,2018
2040,2,38.3,16.1,88.3,0,16.0,1018.0,100.0,5.0,4.0,6,28,8,2019
2041,1,41.6,11.9,82.5,2,21.0,1019.0,64.0,3.0,5.0,13,29,7,2018
2042,1,35.9,3.9,71.5,0,11.0,1014.0,82.0,5.0,3.0,22,23,11,2018
2043,0,39.9,1.8,80.4,0,17.0,1017.0,100.0,3.0,6.0,1,6,7,2019
2044,2,34.0,44.6,87.4,2,19.0,1020.0,100.0,2.0,4.0,11,24,9,2019
2046,3,38.4,28.0,83.9,2,18.0,1015.0,68.0,2.0,1.0,10,19,10,2018
2049,2,37.6,26.4,87.4,2,24.0,1019.0,41.0,2.0,1.0,11,4,10,2018
2051,1,44.1,6.9,86.8,0,17.0,1023.0,93.0,1.0,1.0,22,22,9,2018
2052,1,47.8,8.9,82.1,0,14.0,1020.0,100.0,3.0,3.0,5,11,8,2019
2053,2,35.8,45.5,88.2,2,22.0,1016.0,88.0,3.0,4.0,15,15,7,2019
2057,2,39.4,28.2,90.0,2,23.0,1016.0,44.0,5.0,1.0,18,14,8,2018
2058,1,33.4,11.6,83.0,0,14.0,1014.0,82.0,3.0,6.0,20,18,4,2019
2059,0,43.3,0.0,85.7,0,14.0,1016.0,100.0,0.0,1.0,3,31,8,2018
2060,0,47.0,0.0,72.7,0,8.0,996.0,76.0,5.0,3.0,4,23,4,2019
2061,0,42.6,0.0,92.0,0,12.0,1015.0,62.0,6.0,1.0,5,27,10,2018
2063,2,39.7,13.7,78.0,2,18.0,1026.0,63.0,4.0,1.0,14,5,12,2018
2066,0,40.0,2.0,87.9,0,13.0,1017.0,100.0,0.0,5.0,2,17,9,2018
2068,0,37.8,1.8,67.4,1,10.0,1010.0,100.0,3.0,3.0,6,18,4,2019
2069,2,45.3,28.1,70.3,2,22.0,1016.0,68.0,6.0,6.0,15,27,5,2019
2070,0,47.7,0.0,71.3,0,8.0,1025.0,93.0,1.0,4.0,23,27,1,2019
2075,0,43.3,1.5,79.5,2,13.0,1024.0,100.0,1.0,4.0,9,3,11,2018
2078,1,37.5,10.8,85.7,1,19.0,1013.0,88.0,3.0,5.0,19,4,9,2018
2079,3,37.6,27.9,72.4,2,16.0,1019.0,87.0,2.0,4.0,19,10,5,2019
2080,0,37.8,0.0,80.1,0,16.0,1022.0,82.0,6.0,1.0,21,9,8,2018
2081,2,33.5,21.8,85.4,2,15.0,1019.0,58.0,3.0,4.0,11,13,4,2019
2082,4,42.5,91.1,70.7,2,12.0,1016.0,77.0,5.0,1.0,9,16,11,2018
2083,2,34.2,32.6,92.5,2,25.0,1022.0,41.0,4.0,1.0,11,26,9,2018
2084,2,37.0,32.2,80.1,2,26.0,1015.0,69.0,3.0,6.0,14,26,8,2019
2085,0,39.2,0.0,71.9,0,8.0,1022.0,87.0,4.0,1.0,21,20,1,2019
2087,0,45.0,0.0,80.6,0,19.0,1005.0,68.0,8.0,4.0,0,11,10,2018
2088,3,40.8,31.3,87.2,2,29.0,1015.0,35.0,2.0,1.0,17,20,8,2018
2089,1,38.0,21.9,88.7,2,17.0,1017.0,100.0,0.0,4.0,9,16,8,2018
2092,1,51.7,2.1,77.1,0,12.0,994.0,66.0,7.0,4.0,5,1,2,2019
2094,0,41.6,1.9,73.8,0,7.0,1018.0,70.0,3.0,2.0,6,30,3,2019
2095,2,40.7,16.1,77.9,0,17.0,1023.0,67.0,3.0,1.0,19,24,10,2018
2096,0,45.7,0.0,75.7,0,13.0,1022.0,87.0,1.0,1.0,22,24,10,2018
2097,0,44.9,0.0,84.6,0,19.0,1005.0,68.0,8.0,4.0,1,11,10,2018
2099,3,37.8,106.9,88.3,2,22.0,1017.0,77.0,7.0,6.0,15,18,8,2019
2103,0,44.2,1.4,82.1,0,15.0,1017.0,93.0,0.0,1.0,0,14,8,2018
2104,0,45.7,2.3,90.9,0,5.0,1013.0,100.0,1.0,1.0,3,29,10,2018
2105,0,42.6,0.0,80.6,0,17.0,1013.0,100.0,2.0,4.0,5,8,7,2019
2106,0,45.3,1.9,82.4,0,14.0,1017.0,87.0,1.0,1.0,0,31,8,2018
2107,1,37.3,14.6,90.8,2,18.0,1015.0,72.0,1.0,1.0,10,26,8,2018
2109,0,42.3,0.0,75.8,0,8.0,1023.0,93.0,3.0,1.0,4,27,11,2018
2110,3,41.0,66.7,80.9,2,21.0,1015.0,73.0,3.0,6.0,18,4,7,2019
2111,0,45.7,0.8,88.3,0,12.0,1017.0,50.0,2.0,1.0,3,8,10,2018
2112,0,41.4,0.0,89.4,0,11.0,1024.0,87.0,5.0,4.0,7,3,3,2019
2113,0,45.6,2.2,68.2,0,12.0,1019.0,93.0,2.0,6.0,1,30,4,2019
2114,2,40.8,29.3,81.0,2,26.0,1020.0,19.0,6.0,1.0,11,25,9,2018
2115,2,43.3,30.6,85.2,2,20.0,1012.0,77.0,2.0,4.0,16,3,9,2018
2116,1,32.3,12.1,69.2,2,15.0,1020.0,63.0,3.0,4.0,12,6,5,2019
2117,2,38.9,34.0,92.0,2,30.0,1015.0,33.0,3.0,1.0,16,20,8,2018
2118,3,40.7,29.5,83.2,0,14.0,1016.0,67.0,2.0,5.0,17,7,11,2018
2119,1,34.1,5.1,85.7,2,14.0,1012.0,77.0,9.0,4.0,13,5,3,2019
2122,0,42.1,0.0,76.0,0,12.0,1009.0,93.0,2.0,3.0,2,25,11,2018
2123,3,40.4,51.9,87.0,2,27.0,1025.0,54.0,2.0,1.0,14,27,9,2018
2124,1,45.5,5.0,84.0,0,10.0,1019.0,87.0,3.0,3.0,0,5,3,2019
2128,0,40.0,0.0,67.4,0,18.0,1016.0,93.0,4.0,3.0,23,25,6,2019
2132,0,40.6,5.2,87.3,2,13.0,1020.0,100.0,2.0,5.0,7,29,8,2018
2133,2,34.3,45.8,90.0,2,25.0,1022.0,40.0,4.0,1.0,11,24,9,2018
2134,3,38.5,45.3,87.9,2,21.0,1014.0,35.0,4.0,1.0,16,8,10,2018
2135,0,46.0,0.0,89.3,0,17.0,1011.0,88.0,1.0,1.0,2,3,9,2018
2136,4,41.2,147.6,66.6,2,13.0,1013.0,87.0,5.0,3.0,8,9,5,2019
2137,2,34.9,31.4,87.1,2,15.0,1016.0,62.0,2.0,5.0,16,7,11,2018
2138,2,31.9,27.0,95.8,2,14.0,1021.0,71.0,7.0,4.0,16,9,2,2019
2139,2,38.9,40.9,90.3,2,19.0,1018.0,72.0,7.0,5.0,14,6,10,2018
2140,0,43.3,1.1,85.7,0,18.0,1014.0,88.0,1.0,1.0,0,7,9,2018
2143,2,33.9,10.5,75.2,2,17.0,1013.0,93.0,3.0,4.0,13,23,6,2019
2144,2,40.0,42.1,88.8,2,24.0,1017.0,44.0,6.0,1.0,14,20,10,2018
2145,3,44.2,20.7,77.7,2,14.0,1024.0,100.0,3.0,6.0,8,2,11,2018
2146,1,42.9,15.7,84.2,2,21.0,1022.0,56.0,5.0,1.0,13,10,8,2018
2147,2,39.0,19.1,77.9,2,14.0,986.0,82.0,0.0,4.0,14,19,11,2018
2148,1,44.6,12.9,90.3,2,21.0,1013.0,69.0,2.0,1.0,12,27,8,2018
2149,3,41.8,30.4,68.1,0,13.0,1020.0,71.0,1.0,2.0,21,29,3,2019
2151,2,34.5,37.3,97.2,2,20.0,1019.0,78.0,4.0,3.0,11,31,7,2018
2152,2,37.8,18.3,86.8,2,17.0,1021.0,67.0,4.0,6.0,11,10,6,2019
2155,0,41.6,0.0,76.1,0,11.0,1004.0,87.0,3.0,2.0,5,22,4,2019
2156,1,43.5,4.3,87.4,0,17.0,1024.0,93.0,0.0,1.0,6,27,9,2018
2157,1,37.1,25.3,89.6,2,27.0,1017.0,36.0,5.0,1.0,11,18,8,2018
2159,1,37.4,15.9,86.6,2,18.0,1019.0,55.0,2.0,1.0,11,25,10,2018
2160,1,38.4,15.4,91.7,2,21.0,1022.0,69.0,3.0,1.0,13,12,9,2018
2161,2,40.1,10.8,83.5,1,20.0,1015.0,82.0,2.0,6.0,20,8,7,2019
2162,1,43.1,15.1,83.9,2,14.0,1007.0,76.0,6.0,5.0,13,5,11,2018
2163,1,44.4,1.6,88.2,0,7.0,1022.0,81.0,4.0,1.0,3,21,2,2019
2164,0,46.8,0.0,84.0,0,7.0,1023.0,62.0,2.0,1.0,6,15,2,2019
2166,0,36.5,0.7,66.9,0,10.0,1012.0,71.0,1.0,2.0,6,31,3,2019
2167,0,50.4,0.8,67.1,0,16.0,1011.0,93.0,3.0,6.0,23,20,9,2019
2169,1,49.5,6.4,81.9,0,18.0,1013.0,100.0,3.0,6.0,2,25,7,2019
2170,2,34.9,18.9,83.3,2,13.0,1022.0,71.0,3.0,1.0,12,26,1,2019
2171,2,33.0,24.8,82.0,2,16.0,1003.0,87.0,5.0,4.0,11,22,4,2019
2172,1,34.4,12.6,91.2,2,21.0,1024.0,33.0,5.0,1.0,13,26,2,2019
2173,2,43.9,6.9,60.7,2,14.0,1010.0,93.0,6.0,4.0,6,15,4,2019
2174,0,42.4,1.5,86.6,0,13.0,1020.0,100.0,1.0,5.0,5,19,9,2018
2177,2,37.8,9.7,80.2,0,4.0,1023.0,100.0,3.0,4.0,7,8,2,2019
2179,2,43.6,12.3,82.2,2,15.0,1023.0,67.0,4.0,4.0,14,11,12,2018
2181,1,35.5,8.9,74.5,1,19.0,1014.0,88.0,3.0,6.0,20,7,7,2019
2182,3,39.9,44.2,72.6,2,15.0,1023.0,77.0,2.0,5.0,16,30,11,2018
2183,2,33.0,34.2,82.4,2,15.0,1017.0,82.0,5.0,3.0,10,7,5,2019
2185,3,39.3,55.3,80.4,0,18.0,1014.0,72.0,2.0,3.0,17,16,11,2018
2186,4,42.4,92.6,88.3,2,22.0,1013.0,53.0,4.0,1.0,16,19,10,2018
2187,2,35.9,42.3,81.3,2,17.0,1020.0,77.0,3.0,2.0,13,12,4,2019
2189,0,42.9,0.0,87.0,0,17.0,1019.0,59.0,2.0,1.0,1,26,9,2018
2193,2,38.9,27.3,98.2,2,8.0,1021.0,71.0,2.0,1.0,11,19,2,2019
2194,4,43.7,138.3,77.5,2,13.0,1025.0,58.0,4.0,1.0,9,26,2,2019
2195,2,40.4,17.6,83.2,1,24.0,1018.0,53.0,3.0,1.0,19,11,9,2018
2196,1,41.9,4.1,73.8,0,13.0,1016.0,77.0,3.0,1.0,22,15,11,2018
2198,2,40.9,36.4,89.3,2,29.0,1022.0,32.0,4.0,1.0,12,26,9,2018
2200,1,34.1,6.4,73.2,0,16.0,1019.0,76.0,3.0,2.0,0,20,4,2019
2201,0,52.3,0.0,69.6,0,13.0,1018.0,93.0,8.0,4.0,22,23,1,2019
2202,4,48.6,58.5,76.2,2,1.0,1029.0,100.0,2.0,1.0,8,11,2,2019
2203,4,39.6,97.8,88.2,2,12.0,1032.0,81.0,1.0,1.0,11,28,2,2019
2204,0,45.3,0.0,85.1,0,20.0,1024.0,88.0,0.0,1.0,0,27,9,2018
2208,4,38.9,139.7,72.8,2,14.0,1015.0,82.0,2.0,3.0,10,20,5,2019
2209,3,37.0,54.8,90.6,2,28.0,1022.0,54.0,3.0,1.0,15,26,9,2018
2210,2,37.9,37.7,88.8,2,21.0,1014.0,69.0,2.0,5.0,15,6,9,2018
2213,0,40.3,0.0,67.8,0,16.0,1016.0,100.0,0.0,4.0,4,27,6,2019
2215,3,38.8,115.8,80.8,2,14.0,1023.0,93.0,6.0,3.0,16,1,12,2018
2217,0,44.4,0.0,82.6,0,2.0,1027.0,100.0,2.0,1.0,3,3,2,2019
2218,0,42.6,0.0,71.7,0,7.0,1018.0,93.0,3.0,5.0,2,19,1,2019
2219,1,47.3,9.1,83.1,0,12.0,1029.0,100.0,1.0,4.0,1,2,3,2019
2220,2,36.9,35.8,83.3,2,13.0,1016.0,100.0,3.0,4.0,15,29,11,2018
2222,1,43.1,6.6,77.9,0,14.0,1021.0,62.0,5.0,1.0,22,6,10,2018
2225,2,44.9,5.8,82.0,1,11.0,1011.0,87.0,1.0,5.0,7,7,11,2018
2227,1,40.8,8.3,81.9,1,21.0,1012.0,77.0,2.0,3.0,19,3,9,2018
2229,0,35.5,5.4,75.0,0,7.0,1024.0,87.0,4.0,1.0,0,27,11,2018
2230,3,36.0,53.3,75.4,2,19.0,1021.0,77.0,7.0,3.0,16,23,5,2019
2232,3,34.4,63.2,91.6,2,22.0,1021.0,73.0,5.0,1.0,15,21,9,2018
2234,3,36.4,44.8,79.5,2,14.0,1028.0,67.0,4.0,6.0,18,26,4,2019
2236,0,40.9,4.9,85.1,0,11.0,1024.0,76.0,4.0,5.0,20,27,1,2019
2237,0,41.9,0.0,87.0,0,11.0,1004.0,66.0,1.0,1.0,4,10,10,2018
2239,3,39.4,142.4,78.9,0,14.0,1024.0,93.0,4.0,3.0,18,1,12,2018
2240,4,45.6,114.7,86.2,2,16.0,1021.0,93.0,1.0,5.0,8,21,9,2018
2241,3,40.7,49.3,75.1,0,16.0,1015.0,87.0,2.0,1.0,18,15,11,2018
2242,0,37.3,0.9,67.6,0,10.0,1023.0,87.0,2.0,3.0,22,4,12,2018
2244,1,43.1,15.1,80.3,2,30.0,1012.0,33.0,5.0,1.0,18,1,9,2018
2247,0,42.1,0.0,76.0,0,8.0,1021.0,66.0,1.0,1.0,5,11,12,2018
2248,0,40.6,0.0,83.4,0,16.0,1017.0,93.0,1.0,1.0,23,13,8,2018
2249,2,38.5,36.4,91.7,2,23.0,1021.0,57.0,5.0,5.0,16,10,9,2018
2251,0,40.1,1.8,84.7,0,21.0,1014.0,83.0,0.0,1.0,2,3,8,2018
2252,0,41.5,0.0,84.4,0,14.0,1018.0,100.0,0.0,5.0,1,29,7,2018
2253,0,44.7,0.0,85.7,0,15.0,1021.0,44.0,3.0,1.0,1,3,10,2018
2254,0,41.8,0.0,73.3,0,14.0,1010.0,93.0,6.0,4.0,5,15,4,2019
2255,4,44.2,139.5,87.6,2,20.0,1022.0,64.0,6.0,5.0,11,9,8,2018
2259,1,40.4,5.2,87.4,2,26.0,1018.0,31.0,4.0,1.0,10,19,8,2018
2260,2,33.8,34.6,98.7,2,25.0,1015.0,78.0,2.0,6.0,14,24,7,2019
2261,2,40.6,34.5,83.4,2,20.0,1014.0,73.0,1.0,4.0,13,20,9,2019
2263,2,39.4,38.1,89.1,2,35.0,1016.0,46.0,1.0,1.0,14,3,8,2018
2269,2,42.2,24.4,75.1,2,19.0,1015.0,94.0,7.0,4.0,9,9,8,2019
2273,0,38.0,6.6,76.2,0,12.0,1029.0,93.0,1.0,4.0,5,7,12,2018
2275,3,39.5,143.9,87.2,2,23.0,1012.0,88.0,10.0,4.0,15,8,8,2019
2276,3,42.4,59.3,86.1,1,23.0,1020.0,33.0,1.0,1.0,18,2,10,2018
2279,3,34.1,76.8,92.7,2,21.0,1016.0,64.0,5.0,1.0,17,16,8,2018
2280,3,34.4,69.7,80.4,2,23.0,1014.0,50.0,5.0,2.0,17,20,4,2019
2282,0,48.1,1.7,84.0,0,19.0,1017.0,77.0,3.0,1.0,0,13,10,2018
2283,2,34.6,22.5,77.4,2,20.0,1018.0,49.0,3.0,2.0,10,20,4,2019
2286,0,41.0,0.0,88.2,2,9.0,1019.0,87.0,2.0,5.0,9,20,1,2019
2287,2,38.8,23.6,79.8,2,21.0,1018.0,77.0,4.0,6.0,13,27,6,2019
2289,0,45.7,0.0,74.9,0,15.0,1023.0,100.0,0.0,1.0,0,23,9,2018
2291,2,34.2,50.2,96.6,2,21.0,1015.0,88.0,2.0,3.0,10,24,7,2019
2293,4,44.7,55.9,59.3,0,16.0,1017.0,93.0,2.0,6.0,21,19,6,2019
2294,0,39.4,0.0,89.0,0,10.0,1028.0,66.0,5.0,1.0,6,24,2,2019
2295,3,37.0,74.2,90.6,2,20.0,1009.0,82.0,2.0,4.0,17,13,10,2018
2296,0,42.1,0.0,75.5,0,8.0,1018.0,87.0,3.0,4.0,6,16,1,2019
2298,2,34.3,14.1,96.1,2,20.0,1016.0,83.0,3.0,6.0,19,25,7,2019
2302,2,39.9,6.7,84.2,0,19.0,1014.0,93.0,2.0,3.0,21,24,7,2019
2304,2,37.4,24.6,86.4,2,22.0,1019.0,73.0,4.0,3.0,12,31,7,2018
2305,0,41.4,0.0,76.3,0,15.0,1017.0,87.0,3.0,4.0,21,5,5,2019
2306,2,39.2,22.3,91.6,2,21.0,1017.0,72.0,5.0,1.0,18,28,7,2018
2308,2,37.4,34.0,85.0,2,22.0,1023.0,43.0,3.0,1.0,15,24,10,2018
2309,2,40.8,42.3,80.9,2,21.0,1020.0,94.0,3.0,4.0,15,24,9,2019
2310,3,35.9,101.2,85.8,2,22.0,1015.0,88.0,3.0,4.0,15,8,7,2019
