,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,HOUR,DAY,MONTH,YEAR,IS_STORMY
967,0,44.5,1.6,84.9,0,17.0,1020.0,77.0,4.0,20,29,8,2018,0.0
969,2,36.1,15.8,78.6,2,11.0,1022.0,62.0,4.0,13,17,1,2019,0.0
970,0,45.1,2.0,86.6,0,11.0,1020.0,87.0,0.0,2,25,10,2018,0.0
971,3,31.7,48.9,76.5,2,17.0,1014.0,100.0,6.0,16,7,5,2019,0.0
972,1,37.6,14.5,84.5,2,15.0,1024.0,82.0,3.0,14,30,11,2018,0.0
974,2,42.9,29.0,85.6,2,22.0,1016.0,53.0,5.0,15,25,8,2018,0.0
975,1,37.4,12.2,85.5,2,21.0,1016.0,82.0,4.0,12,5,9,2018,0.0
976,0,40.1,2.3,68.2,0,10.0,1020.0,93.0,2.0,4,9,6,2019,0.0
977,0,41.6,0.0,75.4,2,10.0,1012.0,76.0,1.0,8,31,3,2019,0.0
978,0,39.7,0.0,78.2,0,16.0,1019.0,100.0,0.0,2,21,7,2019,0.0
979,2,33.1,26.6,77.5,2,21.0,1017.0,82.0,7.0,18,29,6,2019,0.0
980,4,43.4,88.1,85.2,2,18.0,1016.0,100.0,5.0,8,15,7,2019,0.0
981,2,40.8,42.8,86.1,0,14.0,1020.0,87.0,4.0,18,1,11,2018,0.0
982,2,33.6,16.6,73.8,0,19.0,1018.0,68.0,2.0,23,1,6,2019,0.0
983,0,42.9,1.1,90.6,0,12.0,1005.0,62.0,4.0,2,10,10,2018,0.0
984,2,44.3,22.3,78.0,2,25.0,1016.0,50.0,6.0,11,2,9,2019,0.0
985,0,42.4,0.0,83.3,0,13.0,1021.0,100.0,2.0,6,22,9,2018,0.0
987,1,42.5,6.2,79.7,0,19.0,1014.0,88.0,2.0,22,24,7,2019,0.0
988,4,41.5,57.4,77.3,2,16.0,1012.0,100.0,5.0,7,3,7,2019,0.0
989,0,43.3,0.0,70.9,2,11.0,1019.0,100.0,0.0,7,16,6,2019,0.0
990,2,39.4,40.6,89.5,2,19.0,1021.0,68.0,6.0,13,9,8,2018,0.0
991,0,47.8,0.0,89.5,0,9.0,1020.0,87.0,3.0,6,7,10,2018,0.0
992,1,42.5,3.9,62.6,0,14.0,1017.0,93.0,1.0,3,27,5,2019,0.0
993,0,41.6,0.0,76.1,0,14.0,1019.0,87.0,2.0,2,6,5,2019,0.0
994,1,42.1,3.4,75.4,0,20.0,1014.0,77.0,2.0,21,1,9,2019,0.0
995,0,38.2,0.0,74.3,0,9.0,1013.0,100.0,3.0,5,23,11,2018,0.0
996,0,44.4,1.0,82.6,0,10.0,1014.0,81.0,5.0,3,8,11,2018,0.0
997,0,48.1,0.0,86.5,0,14.0,1017.0,100.0,0.0,3,30,9,2018,0.0
998,0,47.4,0.0,73.0,0,8.0,1023.0,100.0,3.0,2,5,12,2018,0.0
999,4,44.0,98.6,69.9,2,17.0,1021.0,77.0,1.0,9,23,5,2019,0.0
1000,0,41.9,0.0,73.5,2,12.0,1013.0,87.0,1.0,7,4,5,2019,0.0
1001,0,41.4,0.0,86.4,0,5.0,1030.0,80.0,0.0,21,3,2,2019,0.0
1002,0,44.3,0.0,80.9,0,19.0,1016.0,100.0,1.0,22,22,7,2019,0.0
1003,0,38.4,2.4,74.8,0,12.0,1003.0,93.0,2.0,23,20,11,2018,0.0
1005,1,38.8,7.7,78.9,0,14.0,1014.0,87.0,2.0,21,18,4,2019,0.0
1006,0,43.4,0.0,89.0,0,10.0,1016.0,76.0,1.0,5,5,10,2018,0.0
1007,2,47.5,6.7,76.5,0,18.0,1015.0,100.0,1.0,0,27,8,2019,0.0
1008,1,35.1,11.1,77.7,0,13.0,1021.0,87.0,1.0,0,16,6,2019,0.0
1009,1,34.0,17.8,79.2,2,20.0,1019.0,59.0,5.0,12,24,5,2019,0.0
1010,1,36.9,9.6,78.1,0,13.0,1014.0,72.0,5.0,0,15,11,2018,0.0
1011,1,47.7,8.7,84.7,0,16.0,1017.0,100.0,1.0,4,31,8,2019,0.0
1012,1,40.9,3.7,86.0,0,9.0,1024.0,87.0,1.0,22,21,1,2019,0.0
1013,3,41.1,48.9,93.9,2,5.0,1030.0,75.0,2.0,10,5,2,2019,0.0
1014,3,39.0,42.8,91.0,2,20.0,1021.0,73.0,3.0,11,15,8,2019,0.0
1015,1,40.8,11.1,83.1,2,26.0,1021.0,35.0,6.0,13,2,10,2018,0.0
1016,3,42.4,65.0,86.1,2,14.0,1020.0,100.0,1.0,8,13,9,2018,0.0
1017,2,34.9,31.0,105.8,0,14.0,1027.0,54.0,3.0,21,22,2,2019,0.0
1018,2,47.4,18.9,74.4,2,13.0,1024.0,93.0,5.0,12,28,1,2019,0.0
1020,1,39.7,2.6,69.6,0,7.0,1020.0,87.0,1.0,1,26,1,2019,0.0
1021,3,43.8,32.3,86.3,2,20.0,1016.0,72.0,4.0,19,27,7,2018,0.0
1022,2,35.7,28.7,68.0,2,21.0,1018.0,31.0,4.0,11,28,5,2019,0.0
1023,1,37.3,4.0,87.8,2,19.0,1018.0,72.0,3.0,7,30,7,2018,0.0
1024,2,37.1,44.7,90.1,2,18.0,1020.0,77.0,1.0,11,13,9,2018,0.0
1025,2,34.2,44.7,74.5,2,18.0,1018.0,82.0,4.0,14,10,5,2019,0.0
1026,0,38.1,0.0,85.2,0,17.0,1017.0,93.0,3.0,22,8,8,2018,0.0
1027,0,40.6,2.6,66.8,1,16.0,1021.0,59.0,4.0,20,9,6,2019,0.0
1028,0,43.8,0.0,87.1,0,9.0,1020.0,76.0,5.0,5,14,11,2018,0.0
1029,0,37.7,1.0,74.4,0,8.0,1019.0,93.0,1.0,22,18,1,2019,0.0
1030,1,40.8,17.3,82.4,2,29.0,1017.0,28.0,6.0,11,19,8,2018,0.0
1032,4,40.8,64.8,85.3,2,13.0,1019.0,87.0,8.0,11,9,11,2018,0.0
1033,2,35.6,31.4,80.2,1,18.0,1016.0,68.0,3.0,19,19,4,2019,0.0
1034,2,37.4,46.7,91.6,2,18.0,1010.0,82.0,4.0,11,11,10,2018,0.0
1036,4,39.3,141.3,77.9,2,14.0,1012.0,93.0,4.0,9,8,5,2019,0.0
1037,4,50.1,121.0,72.4,2,11.0,1017.0,100.0,1.0,7,17,6,2019,0.0
1038,0,47.8,0.0,71.7,1,7.0,1015.0,93.0,5.0,8,19,1,2019,0.0
1039,3,34.2,57.7,95.1,2,29.0,1018.0,26.0,3.0,15,25,9,2018,0.0
1040,3,33.4,51.5,82.1,2,17.0,1020.0,67.0,4.0,14,6,5,2019,0.0
1041,2,33.8,36.6,78.8,2,15.0,1015.0,71.0,5.0,18,19,5,2019,0.0
1042,0,43.1,0.0,71.3,0,15.0,1019.0,34.0,4.0,4,13,5,2019,0.0
1043,1,41.1,4.4,72.8,0,19.0,1021.0,100.0,4.0,22,14,8,2019,0.0
1044,1,38.3,5.4,86.2,2,18.0,1015.0,64.0,4.0,9,13,10,2018,0.0
1045,3,39.1,49.6,73.0,2,18.0,1013.0,67.0,5.0,16,13,6,2019,0.0
1047,2,37.3,37.7,92.7,2,19.0,1022.0,83.0,2.0,11,28,9,2018,0.0
1048,2,35.2,11.7,80.6,0,12.0,1020.0,82.0,4.0,19,10,4,2019,0.0
1049,0,41.9,0.0,76.0,0,12.0,1030.0,93.0,1.0,3,7,12,2018,0.0
1050,2,38.1,26.0,87.4,2,15.0,1018.0,72.0,2.0,16,12,11,2018,0.0
1051,3,42.0,50.7,82.5,2,17.0,1015.0,100.0,7.0,8,19,7,2019,0.0
1052,2,32.4,33.7,80.6,2,14.0,1031.0,87.0,3.0,14,7,12,2018,0.0
1053,1,40.4,7.7,84.6,0,19.0,1017.0,82.0,2.0,20,24,8,2018,0.0
1054,4,44.5,74.0,79.4,0,11.0,1009.0,76.0,4.0,18,21,11,2018,0.0
1055,2,40.3,18.9,88.4,0,18.0,1017.0,93.0,3.0,21,8,9,2018,0.0
1056,3,39.7,45.9,85.4,2,20.0,1022.0,60.0,5.0,11,10,8,2018,0.0
1058,1,44.6,5.7,71.6,0,19.0,1018.0,77.0,3.0,3,15,9,2019,0.0
1059,3,32.5,39.5,92.4,2,24.0,1013.0,77.0,6.0,14,3,7,2019,0.0
1060,0,44.9,0.0,84.0,0,6.0,1023.0,100.0,1.0,2,13,11,2018,0.0
1061,0,46.1,3.4,86.8,0,15.0,1020.0,100.0,4.0,3,11,8,2019,0.0
1062,3,34.1,70.7,101.2,2,18.0,1023.0,63.0,3.0,16,21,2,2019,0.0
1063,4,44.3,98.4,83.0,2,27.0,1017.0,27.0,4.0,18,5,9,2019,0.0
1064,2,36.8,37.5,84.5,2,18.0,1013.0,82.0,3.0,14,23,6,2019,0.0
1065,2,37.4,24.8,76.7,2,30.0,1020.0,36.0,4.0,14,31,5,2019,0.0
1066,3,42.0,45.6,84.8,2,10.0,1024.0,81.0,2.0,10,27,11,2018,0.0
1067,0,41.5,3.5,88.4,2,24.0,1013.0,50.0,5.0,9,2,9,2018,0.0
1068,2,38.3,35.7,87.3,0,10.0,1024.0,100.0,0.0,20,7,2,2019,0.0
1069,2,39.5,62.0,88.3,2,21.0,1022.0,83.0,3.0,12,14,8,2019,0.0
1070,3,42.1,61.4,69.8,2,19.0,1020.0,77.0,7.0,17,23,5,2019,0.0
1071,0,42.4,0.0,74.8,0,13.0,1013.0,72.0,4.0,2,15,11,2018,0.0
1072,0,39.8,0.0,67.6,2,11.0,1020.0,93.0,2.0,7,9,6,2019,0.0
1073,1,35.2,7.5,60.9,2,16.0,1016.0,100.0,2.0,6,29,6,2019,0.0
1074,0,45.4,6.2,97.9,0,14.0,1028.0,67.0,2.0,22,22,2,2019,0.0
1075,0,43.3,0.0,72.0,0,15.0,1012.0,100.0,4.0,21,10,11,2018,0.0
1076,0,43.1,0.0,71.3,0,19.0,1020.0,40.0,1.0,0,13,5,2019,0.0
1077,0,39.4,0.0,70.7,0,18.0,1000.0,63.0,3.0,6,18,11,2018,0.0
1078,4,44.5,93.6,90.0,2,7.0,1026.0,100.0,3.0,9,7,2,2019,0.0
1079,0,41.1,0.0,89.7,0,13.0,1016.0,100.0,0.0,4,17,9,2018,0.0
1080,3,40.3,52.3,90.3,2,22.0,1015.0,77.0,3.0,16,7,7,2019,0.0
1081,1,39.6,11.4,89.1,2,13.0,1010.0,47.0,9.0,13,28,10,2018,0.0
1082,0,48.3,0.0,76.2,0,12.0,1023.0,81.0,3.0,4,11,9,2019,0.0
1083,2,39.4,19.8,90.4,2,25.0,1014.0,51.0,4.0,16,1,8,2018,0.0
1084,0,35.2,2.8,71.7,0,14.0,1015.0,93.0,3.0,21,8,5,2019,0.0
1085,1,38.1,7.0,81.9,2,15.0,1019.0,100.0,1.0,8,24,8,2018,0.0
1086,3,43.0,77.9,72.3,2,16.0,1017.0,67.0,8.0,16,17,5,2019,0.0
1087,3,40.3,69.7,88.4,2,27.0,1014.0,65.0,2.0,10,2,8,2018,0.0
1088,3,40.4,31.8,87.4,2,26.0,1019.0,42.0,3.0,16,11,9,2018,0.0
1089,0,45.8,0.0,90.1,0,19.0,1015.0,100.0,1.0,3,6,8,2018,0.0
1090,1,40.3,11.3,64.7,2,18.0,1016.0,77.0,2.0,13,17,6,2019,0.0
1092,2,37.3,42.2,90.3,2,18.0,1016.0,93.0,2.0,18,22,8,2018,0.0
1093,0,36.8,5.4,93.5,1,23.0,1015.0,69.0,4.0,20,9,7,2019,0.0
1094,1,48.1,7.1,78.8,0,17.0,1014.0,93.0,1.0,2,26,8,2019,0.0
1095,1,40.6,11.0,86.7,2,18.0,1021.0,77.0,2.0,9,11,8,2018,0.0
1096,1,41.1,11.9,80.0,2,15.0,1017.0,67.0,1.0,13,12,11,2018,0.0
1097,0,42.8,3.3,84.5,0,17.0,1022.0,100.0,0.0,1,22,9,2018,0.0
1099,1,36.4,20.3,97.6,2,26.0,1018.0,88.0,3.0,12,22,7,2019,0.0
1102,2,35.5,21.4,75.1,2,13.0,1016.0,76.0,2.0,10,18,5,2019,0.0
1103,0,41.1,0.0,89.6,0,4.0,1030.0,87.0,1.0,4,12,2,2019,0.0
1104,2,35.4,31.1,79.1,2,28.0,1020.0,19.0,6.0,12,25,9,2018,0.0
1105,0,47.1,0.0,72.6,0,11.0,1017.0,87.0,0.0,1,2,4,2019,0.0
1106,0,47.7,0.0,71.6,0,2.0,1021.0,86.0,0.0,6,18,1,2019,0.0
1107,2,40.7,28.4,87.4,2,20.0,1022.0,72.0,2.0,12,28,9,2019,0.0
1108,2,42.5,60.3,84.7,2,24.0,998.0,59.0,2.0,15,7,8,2018,0.0
1110,3,42.0,37.5,78.2,2,26.0,1018.0,57.0,4.0,12,21,8,2019,0.0
1112,3,40.2,48.1,72.7,0,14.0,1023.0,82.0,1.0,17,30,11,2018,0.0
1113,0,42.0,0.0,76.0,0,6.0,1023.0,100.0,0.0,1,29,1,2019,0.0
1114,0,44.5,1.9,82.6,0,18.0,1018.0,100.0,2.0,23,12,8,2018,0.0
1115,3,43.1,31.6,63.4,1,26.0,1018.0,50.0,1.0,20,31,5,2019,0.0
1116,1,39.7,9.6,72.9,2,20.0,1017.0,77.0,2.0,13,26,6,2019,0.0
1117,2,37.1,20.7,99.1,2,17.0,1023.0,55.0,3.0,12,21,2,2019,0.0
1118,3,39.5,42.1,83.3,2,12.0,1019.0,76.0,7.0,17,22,1,2019,0.0
1119,1,37.5,5.8,66.6,0,12.0,1014.0,81.0,1.0,1,31,3,2019,0.0
1120,2,40.4,17.6,87.4,2,16.0,1017.0,59.0,0.0,10,5,10,2018,0.0
1122,0,38.8,5.4,77.7,2,15.0,1024.0,87.0,6.0,11,2,12,2018,0.0
1123,0,44.3,2.0,87.8,0,15.0,1019.0,93.0,3.0,5,9,8,2018,0.0
1124,3,40.3,40.5,71.5,2,14.0,986.0,82.0,0.0,15,19,11,2018,0.0
1125,1,36.2,7.7,75.5,0,13.0,1028.0,71.0,4.0,20,26,4,2019,0.0
1126,3,39.0,54.5,73.5,2,18.0,1014.0,68.0,5.0,17,4,6,2019,0.0
1127,3,38.3,134.1,84.9,2,21.0,1014.0,82.0,3.0,15,25,8,2019,0.0
1128,1,41.5,13.4,74.8,0,7.0,1033.0,100.0,1.0,0,9,12,2018,0.0
1129,3,40.4,83.0,84.2,2,18.0,1021.0,88.0,2.0,18,25,9,2019,0.0
1130,3,40.8,99.4,82.4,1,23.0,1024.0,73.0,3.0,18,27,9,2018,0.0
1131,2,42.7,23.7,83.8,2,17.0,1012.0,88.0,7.0,13,10,11,2018,0.0
1132,3,41.8,53.0,74.5,2,22.0,1010.0,52.0,7.0,17,3,5,2019,0.0
1133,1,41.5,7.2,82.4,2,22.0,1017.0,73.0,2.0,10,28,7,2018,0.0
1134,0,43.1,0.0,77.2,0,22.0,1023.0,83.0,2.0,21,26,9,2018,0.0
1135,0,36.5,0.0,64.5,0,11.0,1014.0,82.0,1.0,5,5,5,2019,0.0
1136,0,46.5,2.8,88.7,0,17.0,1021.0,100.0,1.0,4,28,9,2018,0.0
1137,2,36.8,35.6,91.7,2,26.0,1015.0,30.0,2.0,10,21,8,2018,0.0
1138,4,42.8,60.0,85.7,2,16.0,1011.0,52.0,6.0,9,9,10,2018,0.0
1139,4,46.1,63.9,88.5,0,13.0,1030.0,87.0,1.0,19,27,2,2019,0.0
1140,2,35.5,14.6,81.0,2,21.0,1013.0,56.0,3.0,12,21,4,2019,0.0
1141,2,37.1,26.5,92.9,2,18.0,1016.0,100.0,5.0,10,15,7,2019,0.0
1142,2,34.9,29.4,80.5,2,18.0,1019.0,100.0,3.0,11,29,4,2019,0.0
1144,0,39.2,0.0,69.2,2,7.0,1028.0,93.0,2.0,7,27,4,2019,0.0
1145,0,41.8,0.0,76.0,0,12.0,1011.0,77.0,4.0,3,17,11,2018,0.0
1146,2,39.3,23.5,91.4,2,12.0,1021.0,71.0,3.0,12,20,1,2019,0.0
1147,1,37.6,14.3,87.4,2,17.0,1012.0,93.0,1.0,9,4,9,2018,0.0
1148,2,37.2,23.8,77.9,2,15.0,1022.0,100.0,1.0,10,28,9,2019,0.0
1149,3,37.5,102.2,94.5,0,13.0,1029.0,71.0,1.0,20,23,2,2019,0.0
1151,1,38.2,6.6,80.3,2,23.0,1019.0,72.0,2.0,13,2,6,2019,0.0
1153,3,42.4,114.0,86.6,2,14.0,1015.0,93.0,2.0,9,26,10,2018,0.0
1154,2,41.8,18.4,85.9,2,20.0,1012.0,77.0,3.0,15,3,9,2018,0.0
1155,0,45.9,1.3,72.7,0,21.0,1017.0,64.0,3.0,20,4,9,2019,0.0
1156,1,38.9,11.5,90.7,0,18.0,1020.0,93.0,2.0,20,12,9,2018,0.0
1157,0,45.0,0.0,67.3,0,8.0,1020.0,100.0,0.0,23,25,1,2019,0.0
1158,1,46.9,1.3,83.1,0,5.0,1028.0,100.0,1.0,2,6,2,2019,0.0
1159,3,42.0,65.9,87.4,2,23.0,1018.0,53.0,2.0,15,4,10,2018,0.0
1160,1,46.4,13.5,80.4,0,17.0,1021.0,77.0,4.0,21,13,8,2019,0.0
1161,0,44.4,0.0,79.8,0,13.0,1020.0,93.0,0.0,22,3,11,2018,0.0
1162,1,42.4,10.3,78.6,0,21.0,1018.0,45.0,3.0,0,7,9,2019,0.0
1163,0,39.0,0.0,76.0,0,16.0,1018.0,93.0,2.0,22,20,6,2019,0.0
1164,0,37.2,0.0,86.3,2,13.0,1017.0,100.0,0.0,8,25,8,2018,0.0
1165,0,34.5,4.9,68.9,0,12.0,1013.0,87.0,2.0,1,14,6,2019,0.0
1166,2,42.7,23.7,80.4,2,25.0,1019.0,60.0,4.0,13,20,8,2019,0.0
1167,1,40.4,12.0,87.4,0,18.0,1015.0,77.0,0.0,22,31,8,2018,0.0
1168,0,37.5,2.2,65.0,0,17.0,1017.0,100.0,4.0,0,2,7,2019,0.0
1169,2,34.8,25.7,83.1,2,13.0,1003.0,93.0,1.0,11,19,11,2018,0.0
1170,2,37.3,56.0,88.2,1,14.0,1020.0,87.0,4.0,17,1,11,2018,0.0
1171,1,40.6,6.2,84.0,0,15.0,1021.0,93.0,0.0,23,10,8,2018,0.0
1172,1,36.1,6.6,75.6,0,15.0,1015.0,87.0,3.0,21,30,4,2019,0.0
1173,2,39.8,11.6,77.7,0,13.0,1018.0,93.0,6.0,21,23,1,2019,0.0
1174,0,40.4,1.9,88.3,0,16.0,1020.0,87.0,4.0,21,29,8,2018,0.0
1175,1,41.3,20.2,84.4,2,17.0,1015.0,100.0,4.0,10,28,8,2018,0.0
1176,2,41.3,23.1,81.5,2,13.0,1019.0,100.0,2.0,7,20,8,2019,0.0
1177,1,40.7,14.3,85.5,0,17.0,1018.0,100.0,1.0,2,17,8,2019,0.0
1179,3,38.1,67.7,87.4,2,20.0,1017.0,72.0,6.0,18,18,8,2019,0.0
1180,0,40.2,0.0,66.3,0,14.0,1021.0,93.0,6.0,23,23,5,2019,0.0
1181,0,38.2,2.6,72.7,0,11.0,1021.0,93.0,0.0,0,11,4,2019,0.0
1182,2,42.2,42.2,89.4,0,15.0,1017.0,77.0,0.0,19,25,10,2018,0.0
1183,2,35.6,32.6,77.5,2,16.0,1013.0,82.0,4.0,14,1,4,2019,0.0
1184,3,42.4,53.7,86.1,0,10.0,1004.0,87.0,2.0,19,30,10,2018,0.0
1185,2,39.7,27.6,88.7,2,32.0,1013.0,41.0,3.0,17,2,8,2018,0.0
1186,2,34.2,46.4,83.1,2,23.0,1014.0,49.0,5.0,18,20,4,2019,0.0
1187,1,38.2,6.8,78.6,2,23.0,1017.0,60.0,4.0,12,18,7,2019,0.0
1188,0,48.1,2.5,76.3,0,14.0,1017.0,100.0,3.0,5,9,9,2019,0.0
1189,4,46.8,98.5,63.1,2,13.0,1014.0,82.0,4.0,7,16,5,2019,0.0
1190,0,40.1,0.0,68.2,0,17.0,1017.0,93.0,2.0,23,1,7,2019,0.0
1191,1,49.5,5.9,73.4,0,18.0,1020.0,88.0,5.0,20,23,9,2019,0.0
1192,0,39.2,0.0,90.1,0,12.0,1022.0,93.0,4.0,6,9,2,2019,0.0
1193,2,42.8,25.4,82.0,2,22.0,1014.0,40.0,3.0,15,8,10,2018,0.0
1195,1,46.5,18.3,81.9,0,5.0,1024.0,100.0,3.0,2,8,2,2019,0.0
1196,2,37.7,47.1,76.9,2,19.0,1021.0,63.0,3.0,14,9,6,2019,0.0
1198,2,37.5,23.8,87.8,2,22.0,1021.0,69.0,2.0,11,12,9,2018,0.0
1199,0,42.4,2.1,86.1,0,15.0,1020.0,53.0,5.0,5,3,10,2018,0.0
1200,2,40.4,25.9,82.7,2,25.0,1022.0,20.0,5.0,12,2,10,2018,0.0
1201,0,37.5,0.0,65.1,0,17.0,1015.0,88.0,2.0,1,4,6,2019,0.0
1202,2,41.5,4.6,82.6,0,16.0,1017.0,88.0,1.0,6,16,9,2019,0.0
1203,2,38.7,28.0,88.4,2,19.0,1014.0,88.0,3.0,12,20,9,2019,0.0
1204,0,40.8,0.0,83.4,2,20.0,1019.0,64.0,2.0,9,21,10,2018,0.0
1205,1,34.9,13.4,77.4,2,23.0,1015.0,88.0,1.0,12,2,7,2019,0.0
1206,2,39.0,16.8,77.9,2,14.0,1016.0,93.0,1.0,16,29,11,2018,0.0
1207,0,48.6,0.0,77.2,0,13.0,1021.0,100.0,5.0,5,28,9,2019,0.0
1208,1,41.9,3.3,75.1,0,8.0,1020.0,100.0,1.0,23,16,1,2019,0.0
1209,1,35.6,5.7,65.5,1,25.0,1020.0,53.0,4.0,20,29,5,2019,0.0
1210,2,35.6,20.4,81.8,2,19.0,1021.0,77.0,5.0,13,23,5,2019,0.0
1211,1,44.4,3.0,74.7,0,19.0,1015.0,93.0,1.0,3,10,7,2019,0.0
1212,2,40.0,26.0,89.7,2,22.0,1013.0,68.0,1.0,10,27,8,2018,0.0
1213,2,37.8,41.9,79.7,2,13.0,1008.0,100.0,3.0,17,19,1,2019,0.0
1214,1,36.5,5.3,62.4,2,10.0,1019.0,100.0,5.0,6,16,6,2019,0.0
1215,0,41.4,0.0,86.4,0,8.0,1025.0,100.0,2.0,0,8,2,2019,0.0
1217,4,44.5,113.2,81.3,1,8.0,1019.0,87.0,2.0,7,25,10,2018,0.0
1218,2,40.0,24.5,88.8,2,22.0,1013.0,61.0,3.0,14,27,8,2018,0.0
1219,1,50.5,6.5,78.8,0,10.0,1015.0,87.0,2.0,6,16,11,2018,0.0
1220,2,43.8,24.9,86.3,2,21.0,1019.0,64.0,4.0,17,11,8,2018,0.0
1221,0,41.6,0.0,84.8,0,13.0,1006.0,100.0,4.0,1,31,1,2019,0.0
1222,2,39.3,35.9,79.8,2,18.0,1022.0,82.0,2.0,11,25,9,2019,0.0
1223,2,35.7,20.2,84.5,2,22.0,1017.0,83.0,2.0,11,9,7,2019,0.0
1224,0,39.1,0.0,91.6,0,8.0,1026.0,66.0,4.0,2,14,2,2019,0.0
1225,0,42.4,0.0,84.0,0,17.0,1014.0,100.0,1.0,3,17,7,2019,0.0
1226,0,37.9,1.5,64.1,0,15.0,1017.0,77.0,7.0,21,11,6,2019,0.0
1227,2,40.8,31.3,81.1,2,13.0,1023.0,62.0,7.0,15,27,1,2019,0.0
1228,0,44.4,0.0,81.9,0,14.0,1016.0,93.0,0.0,21,5,10,2018,0.0
1229,4,48.1,88.9,84.2,2,12.0,1019.0,100.0,1.0,7,1,10,2018,0.0
1230,2,34.6,27.3,86.3,2,18.0,1014.0,52.0,1.0,10,4,5,2019,0.0
1231,0,44.3,0.0,83.6,1,15.0,1017.0,100.0,0.0,6,12,8,2018,0.0
1232,1,41.4,12.3,87.3,2,21.0,1017.0,60.0,2.0,12,25,8,2018,0.0
1233,2,41.9,45.2,83.4,2,26.0,1019.0,30.0,5.0,11,3,9,2019,0.0
1234,2,34.4,37.5,91.6,2,16.0,1018.0,93.0,2.0,11,14,9,2018,0.0
1235,2,38.4,31.0,82.4,2,16.0,1016.0,67.0,1.0,12,7,11,2018,0.0
1237,1,47.7,1.7,73.1,0,9.0,1023.0,93.0,1.0,1,5,12,2018,0.0
1239,2,37.9,23.4,85.3,2,15.0,1024.0,63.0,3.0,12,13,11,2018,0.0
1241,0,37.7,0.0,64.9,0,10.0,1021.0,93.0,5.0,3,10,6,2019,0.0
1242,3,40.4,40.7,85.8,2,24.0,1016.0,73.0,3.0,14,27,8,2019,0.0
1243,1,48.5,9.2,78.4,0,18.0,1017.0,88.0,1.0,2,21,8,2019,0.0
1244,1,39.3,10.9,81.5,2,17.0,1018.0,100.0,1.0,9,31,8,2019,0.0
1245,2,36.2,40.5,90.8,2,16.0,1016.0,100.0,1.0,10,18,9,2019,0.0
1246,0,42.4,1.5,82.9,0,16.0,1022.0,93.0,0.0,22,23,9,2018,0.0
1247,0,42.1,0.7,87.0,0,17.0,1016.0,100.0,2.0,6,16,8,2018,0.0
1248,0,36.9,4.0,95.6,0,11.0,1026.0,62.0,2.0,1,26,2,2019,0.0
1249,0,45.5,1.5,86.2,0,15.0,1022.0,100.0,2.0,3,10,9,2018,0.0
1250,0,44.8,1.5,89.5,0,19.0,1019.0,82.0,2.0,3,30,7,2018,0.0
1251,1,35.3,11.0,85.1,2,19.0,1014.0,68.0,3.0,19,26,8,2018,0.0
1252,1,46.1,1.1,91.3,0,15.0,1021.0,50.0,4.0,4,3,10,2018,0.0
1253,0,42.9,0.0,77.1,0,11.0,1023.0,93.0,5.0,6,11,9,2019,0.0
1254,0,38.1,2.4,64.6,2,15.0,1021.0,87.0,2.0,7,26,5,2019,0.0
1255,0,41.1,1.8,83.3,0,17.0,1017.0,88.0,3.0,21,13,8,2018,0.0
1256,2,43.1,27.8,83.8,2,29.0,1014.0,48.0,4.0,14,2,8,2018,0.0
1257,2,40.9,31.4,90.4,2,22.0,1008.0,46.0,3.0,15,9,10,2018,0.0
1258,1,39.8,3.2,91.5,2,17.0,1013.0,100.0,0.0,7,2,8,2018,0.0
1259,3,41.5,24.4,81.9,2,20.0,1017.0,36.0,6.0,7,3,9,2019,0.0
1260,0,39.7,1.6,85.4,2,19.0,1015.0,94.0,0.0,6,5,8,2018,0.0
1261,1,37.3,16.0,86.1,2,29.0,1019.0,39.0,3.0,13,3,9,2019,0.0
1262,2,39.4,6.5,60.4,2,13.0,1019.0,100.0,1.0,6,28,6,2019,0.0
1263,1,45.1,4.8,65.0,0,13.0,1020.0,93.0,4.0,1,24,5,2019,0.0
1264,1,44.7,4.4,79.9,0,16.0,1016.0,100.0,0.0,0,20,9,2019,0.0
1265,0,42.6,0.0,84.0,2,7.0,1011.0,70.0,6.0,9,28,10,2018,0.0
1266,2,34.1,23.3,85.5,2,10.0,1021.0,87.0,2.0,11,25,1,2019,0.0
1267,0,40.9,11.5,87.0,0,9.0,1013.0,70.0,4.0,0,29,10,2018,0.0
1268,2,43.8,11.7,67.5,0,13.0,1003.0,100.0,1.0,20,19,11,2018,0.0
1269,1,45.6,15.1,85.6,0,14.0,1017.0,100.0,1.0,6,19,8,2019,0.0
1270,4,40.1,70.6,82.1,0,12.0,1029.0,93.0,3.0,20,28,2,2019,0.0
1271,3,43.4,53.3,87.4,0,18.0,1004.0,77.0,5.0,18,10,10,2018,0.0
1272,1,33.2,17.0,83.1,2,18.0,1018.0,39.0,1.0,11,30,3,2019,0.0
1273,2,39.8,38.4,83.4,2,20.0,1019.0,82.0,4.0,15,9,9,2019,0.0
1274,0,41.8,0.0,84.3,0,6.0,1017.0,100.0,1.0,4,30,1,2019,0.0
