AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,HOUR,DAY,MONTH,YEAR,AVERAGE_RAIN,IS_STORMY
3,37.6,27.9,72.4,2,16,1019,87,2,4,19,10,5,2019,250,0
0,37.8,0,80.1,0,16,1022,82,6,1,21,9,8,2018,250,0
2,33.5,21.8,85.4,2,15,1019,58,3,4,11,13,4,2019,250,0
4,42.5,91.1,70.7,2,12,1016,77,5,1,9,16,11,2018,250,0
2,34.2,32.6,92.5,2,25,1022,41,4,1,11,26,9,2018,250,0
2,37,32.2,80.1,2,26,1015,69,3,6,14,26,8,2019,250,0
0,39.2,0,71.9,0,8,1022,87,4,1,21,20,1,2019,700,0
0,45,0,80.6,0,19,1005,68,8,4,0,11,10,2018,250,0
3,40.8,31.3,87.2,2,29,1015,35,2,1,17,20,8,2018,700,0
1,38,21.9,88.7,2,17,1017,100,0,4,9,16,8,2018,250,0
1,51.7,2.1,77.1,0,12,994,66,7,4,5,1,2,2019,250,0
0,41.6,1.9,73.8,0,7,1018,70,3,2,6,30,3,2019,250,0
2,40.7,16.1,77.9,0,17,1023,67,3,1,19,24,10,2018,250,0
0,45.7,0,75.7,0,13,1022,87,1,1,22,24,10,2018,250,0
0,44.9,0,84.6,0,19,1005,68,8,4,1,11,10,2018,250,0
3,37.8,106.9,88.3,2,22,1017,77,7,6,15,18,8,2019,700,0
0,44.2,1.4,82.1,0,15,1017,93,0,1,0,14,8,2018,250,0
0,45.7,2.3,90.9,0,5,1013,100,1,1,3,29,10,2018,250,0
0,42.6,0,80.6,0,17,1013,100,2,4,5,8,7,2019,250,0
0,45.3,1.9,82.4,0,14,1017,87,1,1,0,31,8,2018,250,0
1,37.3,14.6,90.8,2,18,1015,72,1,1,10,26,8,2018,250,0
0,42.3,0,75.8,0,8,1023,93,3,1,4,27,11,2018,250,0
3,41,66.7,80.9,2,21,1015,73,3,6,18,4,7,2019,250,0
0,45.7,0.8,88.3,0,12,1017,50,2,1,3,8,10,2018,250,0
0,41.4,0,89.4,0,11,1024,87,5,4,7,3,3,2019,250,0
0,45.6,2.2,68.2,0,12,1019,93,2,6,1,30,4,2019,300,0
2,40.8,29.3,81,2,26,1020,19,6,1,11,25,9,2018,250,0
2,43.3,30.6,85.2,2,20,1012,77,2,4,16,3,9,2018,700,0
1,32.3,12.1,69.2,2,15,1020,63,3,4,12,6,5,2019,250,0
2,38.9,34,92,2,30,1015,33,3,1,16,20,8,2018,700,0
3,40.7,29.5,83.2,0,14,1016,67,2,5,17,7,11,2018,250,0
1,34.1,5.1,85.7,2,14,1012,77,9,4,13,5,3,2019,250,0
0,42.1,0,76,0,12,1009,93,2,3,2,25,11,2018,250,0
3,40.4,51.9,87,2,27,1025,54,2,1,14,27,9,2018,250,0
1,45.5,5,84,0,10,1019,87,3,3,0,5,3,2019,250,0
0,40,0,67.4,0,18,1016,93,4,3,23,25,6,2019,250,0
0,40.6,5.2,87.3,2,13,1020,100,2,5,7,29,8,2018,250,0
2,34.3,45.8,90,2,25,1022,40,4,1,11,24,9,2018,250,0
3,38.5,45.3,87.9,2,21,1014,35,4,1,16,8,10,2018,250,0
0,46,0,89.3,0,17,1011,88,1,1,2,3,9,2018,250,0
4,41.2,147.6,66.6,2,13,1013,87,5,3,8,9,5,2019,700,0
2,34.9,31.4,87.1,2,15,1016,62,2,5,16,7,11,2018,250,0
2,31.9,27,95.8,2,14,1021,71,7,4,16,9,2,2019,250,0
2,38.9,40.9,90.3,2,19,1018,72,7,5,14,6,10,2018,250,0
0,43.3,1.1,85.7,0,18,1014,88,1,1,0,7,9,2018,250,0
2,33.9,10.5,75.2,2,17,1013,93,3,4,13,23,6,2019,700,0
2,40,42.1,88.8,2,24,1017,44,6,1,14,20,10,2018,700,0
3,44.2,20.7,77.7,2,14,1024,100,3,6,8,2,11,2018,250,0
1,42.9,15.7,84.2,2,21,1022,56,5,1,13,10,8,2018,250,0
2,39,19.1,77.9,2,14,986,82,0,4,14,19,11,2018,250,0
1,44.6,12.9,90.3,2,21,1013,69,2,1,12,27,8,2018,250,0
3,41.8,30.4,68.1,0,13,1020,71,1,2,21,29,3,2019,300,0
2,34.5,37.3,97.2,2,20,1019,78,4,3,11,31,7,2018,250,0
2,37.8,18.3,86.8,2,17,1021,67,4,6,11,10,6,2019,250,0
0,41.6,0,76.1,0,11,1004,87,3,2,5,22,4,2019,700,0
1,43.5,4.3,87.4,0,17,1024,93,0,1,6,27,9,2018,250,0
1,37.1,25.3,89.6,2,27,1017,36,5,1,11,18,8,2018,250,0
1,37.4,15.9,86.6,2,18,1019,55,2,1,11,25,10,2018,250,0
1,38.4,15.4,91.7,2,21,1022,69,3,1,13,12,9,2018,250,0
2,40.1,10.8,83.5,1,20,1015,82,2,6,20,8,7,2019,250,0
1,43.1,15.1,83.9,2,14,1007,76,6,5,13,5,11,2018,250,0
1,44.4,1.6,88.2,0,7,1022,81,4,1,3,21,2,2019,250,0
0,46.8,0,84,0,7,1023,62,2,1,6,15,2,2019,250,0
0,36.5,0.7,66.9,0,10,1012,71,1,2,6,31,3,2019,250,0
0,50.4,0.8,67.1,0,16,1011,93,3,6,23,20,9,2019,700,0
1,49.5,6.4,81.9,0,18,1013,100,3,6,2,25,7,2019,250,0
2,34.9,18.9,83.3,2,13,1022,71,3,1,12,26,1,2019,250,0
2,33,24.8,82,2,16,1003,87,5,4,11,22,4,2019,700,0
1,34.4,12.6,91.2,2,21,1024,33,5,1,13,26,2,2019,250,0
2,43.9,6.9,60.7,2,14,1010,93,6,4,6,15,4,2019,250,0
0,42.4,1.5,86.6,0,13,1020,100,1,5,5,19,9,2018,250,0
2,37.8,9.7,80.2,0,4,1023,100,3,4,7,8,2,2019,250,0
2,43.6,12.3,82.2,2,15,1023,67,4,4,14,11,12,2018,250,0
1,35.5,8.9,74.5,1,19,1014,88,3,6,20,7,7,2019,250,0
3,39.9,44.2,72.6,2,15,1023,77,2,5,16,30,11,2018,250,0
2,33,34.2,82.4,2,15,1017,82,5,3,10,7,5,2019,250,0
3,39.3,55.3,80.4,0,18,1014,72,2,3,17,16,11,2018,250,0
4,42.4,92.6,88.3,2,22,1013,53,4,1,16,19,10,2018,700,0
2,35.9,42.3,81.3,2,17,1020,77,3,2,13,12,4,2019,250,0
0,42.9,0,87,0,17,1019,59,2,1,1,26,9,2018,250,0
2,38.9,27.3,98.2,2,8,1021,71,2,1,11,19,2,2019,250,0
4,43.7,138.3,77.5,2,13,1025,58,4,1,9,26,2,2019,250,0
2,40.4,17.6,83.2,1,24,1018,53,3,1,19,11,9,2018,250,0
1,41.9,4.1,73.8,0,13,1016,77,3,1,22,15,11,2018,250,0
2,40.9,36.4,89.3,2,29,1022,32,4,1,12,26,9,2018,250,0
1,34.1,6.4,73.2,0,16,1019,76,3,2,0,20,4,2019,700,0
0,52.3,0,69.6,0,13,1018,93,8,4,22,23,1,2019,700,0
4,48.6,58.5,76.2,2,1,1029,100,2,1,8,11,2,2019,250,0
4,39.6,97.8,88.2,2,12,1032,81,1,1,11,28,2,2019,250,0
0,45.3,0,85.1,0,20,1024,88,0,1,0,27,9,2018,250,0
4,38.9,139.7,72.8,2,14,1015,82,2,3,10,20,5,2019,700,0
3,37,54.8,90.6,2,28,1022,54,3,1,15,26,9,2018,250,0
2,37.9,37.7,88.8,2,21,1014,69,2,5,15,6,9,2018,250,0
0,40.3,0,67.8,0,16,1016,100,0,4,4,27,6,2019,250,0
3,38.8,115.8,80.8,2,14,1023,93,6,3,16,1,12,2018,900,0
0,44.4,0,82.6,0,2,1027,100,2,1,3,3,2,2019,250,0
0,42.6,0,71.7,0,7,1018,93,3,5,2,19,1,2019,250,0
1,47.3,9.1,83.1,0,12,1029,100,1,4,1,2,3,2019,250,0
2,36.9,35.8,83.3,2,13,1016,100,3,4,15,29,11,2018,250,0
1,43.1,6.6,77.9,0,14,1021,62,5,1,22,6,10,2018,250,0
2,44.9,5.8,82,1,11,1011,87,1,5,7,7,11,2018,700,0
1,40.8,8.3,81.9,1,21,1012,77,2,3,19,3,9,2018,250,0
0,35.5,5.4,75,0,7,1024,87,4,1,0,27,11,2018,250,0
3,36,53.3,75.4,2,19,1021,77,7,3,16,23,5,2019,700,0
3,34.4,63.2,91.6,2,22,1021,73,5,1,15,21,9,2018,700,0
3,36.4,44.8,79.5,2,14,1028,67,4,6,18,26,4,2019,250,0
0,40.9,4.9,85.1,0,11,1024,76,4,5,20,27,1,2019,250,0
0,41.9,0,87,0,11,1004,66,1,1,4,10,10,2018,700,0
3,39.4,142.4,78.9,0,14,1024,93,4,3,18,1,12,2018,900,0
4,45.6,114.7,86.2,2,16,1021,93,1,5,8,21,9,2018,250,0
3,40.7,49.3,75.1,0,16,1015,87,2,1,18,15,11,2018,250,0
0,37.3,0.9,67.6,0,10,1023,87,2,3,22,4,12,2018,250,0
1,43.1,15.1,80.3,2,30,1012,33,5,1,18,1,9,2018,700,0
0,42.1,0,76,0,8,1021,66,1,1,5,11,12,2018,250,0
0,40.6,0,83.4,0,16,1017,93,1,1,23,13,8,2018,250,0
2,38.5,36.4,91.7,2,23,1021,57,5,5,16,10,9,2018,250,0
0,40.1,1.8,84.7,0,21,1014,83,0,1,2,3,8,2018,250,0
0,41.5,0,84.4,0,14,1018,100,0,5,1,29,7,2018,250,0
0,44.7,0,85.7,0,15,1021,44,3,1,1,3,10,2018,250,0
0,41.8,0,73.3,0,14,1010,93,6,4,5,15,4,2019,250,0
4,44.2,139.5,87.6,2,20,1022,64,6,5,11,9,8,2018,250,0
1,40.4,5.2,87.4,2,26,1018,31,4,1,10,19,8,2018,250,0
2,33.8,34.6,98.7,2,25,1015,78,2,6,14,24,7,2019,250,0
2,40.6,34.5,83.4,2,20,1014,73,1,4,13,20,9,2019,700,0
2,39.4,38.1,89.1,2,35,1016,46,1,1,14,3,8,2018,250,0
2,42.2,24.4,75.1,2,19,1015,94,7,4,9,9,8,2019,250,0
0,38,6.6,76.2,0,12,1029,93,1,4,5,7,12,2018,250,0
3,39.5,143.9,87.2,2,23,1012,88,10,4,15,8,8,2019,700,0
3,42.4,59.3,86.1,1,23,1020,33,1,1,18,2,10,2018,250,0
3,34.1,76.8,92.7,2,21,1016,64,5,1,17,16,8,2018,700,0
3,34.4,69.7,80.4,2,23,1014,50,5,2,17,20,4,2019,700,0
0,48.1,1.7,84,0,19,1017,77,3,1,0,13,10,2018,250,0
2,34.6,22.5,77.4,2,20,1018,49,3,2,10,20,4,2019,700,0
0,41,0,88.2,2,9,1019,87,2,5,9,20,1,2019,700,0
2,38.8,23.6,79.8,2,21,1018,77,4,6,13,27,6,2019,250,0
0,45.7,0,74.9,0,15,1023,100,0,1,0,23,9,2018,250,0
2,34.2,50.2,96.6,2,21,1015,88,2,3,10,24,7,2019,250,0
4,44.7,55.9,59.3,0,16,1017,93,2,6,21,19,6,2019,300,0
0,39.4,0,89,0,10,1028,66,5,1,6,24,2,2019,250,0
3,37,74.2,90.6,2,20,1009,82,2,4,17,13,10,2018,700,0
0,42.1,0,75.5,0,8,1018,87,3,4,6,16,1,2019,250,0
2,34.3,14.1,96.1,2,20,1016,83,3,6,19,25,7,2019,250,0
2,39.9,6.7,84.2,0,19,1014,93,2,3,21,24,7,2019,250,0
2,37.4,24.6,86.4,2,22,1019,73,4,3,12,31,7,2018,250,0
0,41.4,0,76.3,0,15,1017,87,3,4,21,5,5,2019,250,0
2,39.2,22.3,91.6,2,21,1017,72,5,1,18,28,7,2018,250,0
2,37.4,34,85,2,22,1023,43,3,1,15,24,10,2018,250,0
2,40.8,42.3,80.9,2,21,1020,94,3,4,15,24,9,2019,250,0
3,35.9,101.2,85.8,2,22,1015,88,3,4,15,8,7,2019,700,0
0,47.3,0,72.6,0,14,1017,100,1,4,1,20,6,2019,250,0
0,43.8,0,85.4,0,20,1018,68,1,1,21,25,9,2018,250,0
0,36.5,0.9,67.1,0,17,1018,63,3,2,1,20,4,2019,700,0
1,40.8,25.7,72.3,0,12,1011,87,1,2,6,1,4,2019,900,0
0,39.2,4,89.9,0,12,1020,100,6,4,22,9,2,2019,250,0
4,45.9,95.2,80.9,2,12,1014,82,1,4,9,7,11,2018,250,0
0,46.8,0,83.8,0,8,1025,66,5,1,3,14,2,2019,250,0
1,42.9,5.7,88.3,0,15,1020,100,1,5,5,29,8,2018,250,0
1,33.6,8.7,72.6,2,19,1018,82,5,4,11,29,6,2019,250,0
0,37.1,1.2,89.6,0,13,1016,50,4,1,6,8,10,2018,250,0
0,36.8,5.1,89.1,0,10,1022,87,0,1,21,16,2,2019,250,0
0,42.6,0,89.2,0,17,1013,93,1,1,4,2,8,2018,250,0
1,45.7,2.3,84.3,0,11,997,93,3,3,4,30,10,2018,700,0
2,39.3,33.8,84.9,2,22,1015,78,1,6,18,13,7,2019,250,0
1,32.4,11.8,80.2,2,15,1024,77,3,3,13,30,11,2018,250,0
0,40.4,1.3,83.2,0,18,1024,93,0,1,3,27,9,2018,250,0
1,41.6,9.1,85.3,2,13,1016,93,1,1,8,31,8,2018,250,0
1,37.8,20.3,87.8,2,20,1021,77,3,1,12,28,9,2018,250,0
3,35.1,54.3,86.9,2,23,1016,73,3,4,15,4,7,2019,250,0
0,43.6,4.1,78.6,0,18,1020,100,1,6,22,29,9,2019,250,0
2,37.1,17,90.1,0,17,1016,93,0,1,20,29,9,2018,250,0
3,37.4,51.2,88.2,2,16,1025,87,2,3,15,2,11,2018,900,0
0,40,0.7,87.9,0,15,1021,100,0,1,3,24,9,2018,250,0
0,41.6,0,76.1,0,11,1017,87,0,2,0,2,4,2019,250,0
1,32.7,10.6,86.9,2,10,1033,93,1,1,11,8,12,2018,250,0
0,39.2,0,92.1,0,14,1028,76,4,1,0,23,2,2019,700,0
4,45.3,66.8,87.4,0,17,1019,88,3,1,19,28,9,2018,250,0
1,51.1,3.8,70.2,0,17,1020,93,5,6,21,23,9,2019,250,0
4,44.2,52.9,63.2,1,11,1019,100,3,4,8,29,1,2019,250,0
0,47.8,0,73,0,9,1028,66,5,1,6,10,12,2018,250,0
3,37,48.3,91.2,2,22,1016,77,3,5,18,6,8,2018,250,0
3,40.6,54.1,75.2,2,16,1031,87,1,5,12,6,12,2018,250,0
2,38.3,11.7,87.3,2,15,1013,100,1,6,6,4,7,2019,250,0
2,38.7,18.1,96.8,2,15,1027,82,3,4,14,1,3,2019,900,0
3,34.4,52.9,91.6,2,30,1016,31,3,1,15,20,8,2018,700,0
0,45.8,1.5,87,0,13,1010,87,4,3,3,14,10,2018,250,0
0,44.7,1.7,85.7,0,17,1015,72,6,1,0,12,10,2018,250,0
2,38.5,19.3,90.5,2,23,1014,44,3,1,13,19,10,2018,250,0
3,38.4,38.8,81,2,21,1013,64,2,1,16,16,11,2018,250,0
2,33.4,25.2,81.4,1,22,1013,56,3,2,19,20,4,2019,700,0
1,37.7,9.1,65.7,0,16,1013,82,2,4,4,4,6,2019,250,0
0,35.9,5.3,89.2,0,5,1030,100,1,1,0,5,2,2019,250,0
0,44.9,1.9,76.2,0,17,1018,77,1,1,1,21,10,2018,250,0
0,37.4,4.5,93,2,9,1021,81,2,5,9,17,2,2019,250,0
0,44.5,0,66.1,0,13,1015,100,0,3,4,22,6,2019,250,0
3,45.9,44.6,86.5,2,22,1019,83,3,4,17,30,7,2018,250,0
1,37.8,5.7,79.2,0,12,1008,93,5,3,22,17,4,2019,250,0
0,44.6,1.5,87,0,12,1014,100,0,1,6,26,8,2018,250,0
2,44,29.1,85.5,2,22,1026,43,3,1,10,24,10,2018,250,0
3,43,60.3,78.3,2,21,1015,82,2,4,17,8,7,2019,700,0
4,42.5,79.7,73.8,1,17,1019,59,1,2,19,29,3,2019,250,0
3,44.6,44,86.5,0,21,1018,82,7,4,19,12,10,2018,250,0
0,44,0,81.4,0,20,1012,64,2,1,1,8,9,2018,250,0
2,40.7,13.9,69.9,2,15,1014,93,2,3,6,26,6,2019,250,0
4,39.7,96.3,76.1,2,15,1013,77,2,6,18,18,4,2019,700,0
0,34.2,1.9,84.8,0,6,1028,100,1,5,23,5,2,2019,250,0
2,35.7,18.7,78.2,2,19,1017,88,2,6,19,19,6,2019,250,0
0,45.9,0,83,0,9,1020,81,5,1,6,14,11,2018,250,0
2,43,28.9,86.4,2,20,1014,60,5,1,17,26,8,2018,700,0
2,31.9,30.4,86.7,2,18,1028,56,2,1,15,25,2,2019,250,0
4,44,114.2,85.5,2,21,1026,69,1,1,9,27,9,2018,250,0
3,40,22.2,89.6,2,19,1021,73,1,1,9,11,9,2018,250,0
0,38.6,4.9,71.2,0,14,1015,71,6,3,20,16,5,2019,250,0
2,33,30.8,99.3,2,15,1018,62,5,5,15,17,2,2019,250,0
0,42,0,76.6,0,9,1019,93,1,3,1,16,1,2019,250,0
0,45.6,0,86.2,0,15,1013,93,0,1,3,27,8,2018,250,0
2,34.9,54.7,92.2,2,11,1029,57,3,1,17,3,2,2019,250,0
2,39,36.4,83.3,2,13,1024,54,3,5,15,21,1,2019,700,0
0,41.8,0,83,0,10,1015,82,1,4,5,21,5,2019,700,0
2,37,15.5,70.8,2,16,1014,93,5,6,9,24,6,2019,250,0
3,42.4,128.7,86.1,0,15,1016,82,0,4,18,25,10,2018,250,0
3,35.5,66.9,83.7,0,19,1006,59,4,1,17,17,11,2018,250,0
0,37.5,2.7,66,0,14,1017,100,1,4,1,22,6,2019,250,0
1,37.1,9.6,87.4,0,9,1022,87,3,3,23,16,2,2019,250,0
0,44.3,0,68.3,0,7,1015,87,3,2,5,3,4,2019,700,0
3,34.5,58.5,93.8,0,11,1007,93,2,5,18,31,10,2018,250,0
2,41.9,24.8,86.6,2,22,1018,57,4,1,17,30,8,2018,250,0
1,39.2,23.1,95.8,0,16,1028,67,2,1,19,24,2,2019,250,0
2,33.6,34.8,88.6,2,23,1016,78,4,6,16,6,7,2019,250,0
0,43.1,0,87.3,0,16,1021,100,0,1,21,12,9,2018,250,0
0,40.1,0,99.4,0,0,1028,100,1,1,7,3,2,2019,250,0
0,43.2,0,74.6,0,18,1022,93,5,4,22,19,9,2018,250,0
4,45.3,69.3,83.3,2,21,1018,77,2,1,17,13,9,2018,250,0
0,41.9,5,87,0,16,1020,88,0,1,2,11,9,2018,250,0
3,38.8,56.9,73.9,2,17,1017,72,4,6,16,14,6,2019,250,0
0,44.5,1.4,81.3,0,17,1021,50,4,1,2,3,10,2018,250,0
2,42.4,3.5,61.8,2,15,1021,82,2,6,9,9,6,2019,300,0
4,48.6,46.8,77.8,0,15,1013,77,3,3,19,16,11,2018,700,0
3,31.1,162.2,99.3,2,15,1020,87,10,4,17,3,3,2019,700,0
1,44.1,6.2,78.3,2,17,1014,100,1,4,6,17,7,2019,250,0
2,37.2,28.7,85.8,2,18,1022,64,3,1,10,22,10,2018,700,0
0,41.9,0,74.9,0,10,1024,100,0,4,0,12,12,2018,250,0
2,36.2,33.3,90.2,2,25,1016,73,4,6,14,14,7,2019,250,0
0,39.2,0,91.7,0,11,1031,93,0,1,21,27,2,2019,250,0
0,39.3,0,90.8,0,9,1026,76,1,1,22,13,2,2019,250,0
1,34.8,11.9,79.6,0,17,1017,100,1,6,0,6,7,2019,250,0
1,41.7,14.6,93.9,0,19,1019,93,2,6,20,9,8,2019,250,0
2,33.8,18.5,73.3,2,17,1016,82,3,3,11,17,6,2019,250,0
1,36.1,8.9,90.3,2,12,1019,82,3,2,8,13,4,2019,250,0
0,37.9,1.7,64.1,1,17,1017,88,3,3,20,20,6,2019,700,0
1,38.2,11.7,88.9,0,18,1015,64,4,1,22,19,10,2018,250,0
3,42,124,83.7,2,19,1020,93,3,4,18,24,9,2019,250,0
0,43.6,1.1,66.5,0,12,1010,93,3,5,3,25,11,2018,250,0
3,40.9,55.9,87.3,0,20,1008,82,1,4,18,13,10,2018,250,0
3,33.1,50.9,81.2,2,24,1017,44,2,2,12,20,4,2019,700,0
1,36.4,4.8,87.6,0,10,1031,93,1,1,22,27,2,2019,250,0
4,43,97.5,69.7,2,13,1017,71,5,3,8,17,5,2019,300,0
3,41.3,53.4,82.2,2,25,1020,93,2,4,14,30,8,2019,250,0
2,41.5,24.4,88.5,2,23,1012,64,3,1,18,2,9,2018,900,0
1,41.5,18.3,75.4,2,21,1016,42,3,6,15,30,3,2019,250,0
0,39,0,69.4,0,15,1012,93,4,4,1,15,4,2019,250,0
1,43,0.9,85.8,0,14,1016,93,0,4,4,28,7,2018,250,0
1,39.3,3.7,88.5,0,4,1029,100,1,1,3,5,2,2019,700,0
1,37.3,7.2,77.8,2,11,1025,87,3,4,10,1,12,2018,900,0
3,37.3,54.5,92.7,2,25,1015,78,2,3,15,24,7,2019,250,0
0,46.1,0,79.4,0,12,1013,71,3,1,0,9,10,2018,250,0
3,37,77.5,93.4,0,16,1029,62,2,1,19,23,2,2019,700,0
2,41.1,19.5,77.5,2,20,1019,82,7,6,18,30,6,2019,250,0
0,35.4,4.3,98.4,0,11,1026,93,0,6,21,2,3,2019,900,0
3,38.3,68.7,85,0,17,1013,93,0,6,21,23,6,2019,700,0
2,40.2,24.2,49.1,0,16,1014,100,1,4,1,24,6,2019,250,0
2,36.5,27.2,69.6,2,23,1018,73,3,6,14,27,6,2019,250,0
0,44.3,0,81.3,0,17,1015,93,1,3,23,5,9,2018,700,0
2,37.1,27.5,90.1,2,20,1004,77,6,1,15,10,10,2018,250,0
0,36.5,2.7,103.2,0,9,1024,81,1,1,23,15,2,2019,250,0
3,42.1,30,88.2,2,26,1015,39,4,1,16,31,8,2018,700,0
2,37.1,25.4,89.6,2,27,1026,54,2,1,13,27,9,2018,250,0
3,37.1,112.6,90.2,2,13,1024,71,5,5,16,10,2,2019,700,0
2,38,18.6,88.3,1,20,1014,93,2,3,20,24,7,2019,250,0
3,42.9,39.5,87.9,1,16,1026,48,2,1,18,13,2,2019,250,0
2,34.4,18.3,78.3,2,21,1018,82,4,6,13,22,5,2019,700,0
2,41.2,7,84.3,0,13,1020,87,6,6,20,9,2,2019,250,0
4,44,161,85.5,1,19,1016,77,8,4,7,12,10,2018,250,0
3,40.1,53.9,80.7,2,20,1018,93,0,6,11,27,8,2019,250,0
1,49.2,1,63.5,0,12,1015,93,1,3,1,9,5,2019,250,0
2,37.1,21,90.2,2,23,1015,57,4,1,14,1,8,2018,900,0
0,40.9,5.2,93.1,0,15,1019,100,0,5,20,16,10,2018,250,0
3,43.7,30.5,78.7,0,14,1002,82,2,4,17,20,11,2018,700,0
0,33.1,1.9,79.3,0,12,1016,82,2,1,0,16,11,2018,250,0
2,41.3,45,85.1,2,26,1016,83,4,6,16,17,8,2019,250,0
3,40,51.7,75.1,2,17,1021,63,3,3,14,7,6,2019,250,0
1,44.4,8.3,75.3,0,10,1004,71,5,6,0,25,4,2019,700,0
0,42.4,0,88.7,0,15,1021,50,4,1,3,3,10,2018,250,0
2,38.7,64.9,89.1,2,19,1017,88,1,4,12,19,9,2019,250,0
1,50.5,0.7,69.6,0,15,1017,100,0,6,23,19,6,2019,250,0
1,37.6,7.5,92.5,0,8,1025,100,1,4,21,7,2,2019,250,0
4,43.1,126.6,68.8,2,15,1015,82,1,3,9,14,6,2019,250,0
1,42.8,8.8,82,2,19,1017,82,3,1,12,29,9,2018,250,0
2,40.4,36.8,87.4,2,19,1018,49,4,1,16,7,10,2018,250,0
1,34.1,11.9,75.2,2,17,1017,93,5,4,13,14,4,2019,250,0
0,42.7,0,87.5,0,17,1016,88,3,1,1,15,8,2018,250,0
2,34.4,42.1,86.3,0,13,1024,87,6,4,23,1,12,2018,900,0
0,41.6,0,75.2,0,14,1014,62,7,4,2,26,11,2018,250,0
2,34.6,74.8,93.4,2,22,1014,78,5,6,17,13,7,2019,700,0
4,46.5,46.3,64.8,1,11,1024,87,4,4,8,28,1,2019,700,0
1,43.8,11.4,75.1,0,9,996,76,3,6,2,23,4,2019,700,0
2,35.1,18.8,100.1,2,16,1026,45,1,1,13,15,2,2019,250,0
3,40,59.1,88.3,2,22,1018,57,4,1,15,30,8,2018,250,0
0,44.7,4.6,83.2,0,10,1011,66,4,5,20,27,10,2018,700,0
0,38.8,0,71,0,12,1013,93,1,2,4,19,4,2019,250,0
2,43.8,22.7,80.6,0,13,1023,82,5,1,20,13,11,2018,250,0
3,41.7,62.4,74.6,2,16,1019,77,2,2,17,12,4,2019,250,0
0,37.2,0,93.6,0,10,1027,81,4,1,0,22,2,2019,700,0
0,41.3,5,92.5,2,22,1017,31,5,1,8,19,8,2018,250,0
0,39.4,3.6,89.1,0,23,1015,73,0,1,0,3,8,2018,250,0
1,37.3,17.3,90.3,2,30,1013,33,4,1,16,1,9,2018,900,0
3,39.4,142.7,89.1,2,19,1018,88,2,4,15,12,8,2018,700,0
0,44.2,2.3,86.2,0,9,1005,93,1,5,3,31,10,2018,700,0
3,32.4,179.9,98.3,2,19,1027,52,2,1,17,24,2,2019,250,0
0,38,1.8,73.4,0,7,1020,100,1,1,22,25,1,2019,250,0
2,34.8,108.7,95.7,1,14,1020,93,9,4,18,3,3,2019,700,0
1,41.5,15.8,78.5,0,17,1018,93,4,6,23,24,8,2019,250,0
0,39.2,0,90.9,0,9,1020,76,4,5,6,17,2,2019,250,0
2,37.1,21.8,89.9,2,18,1018,68,3,1,10,25,8,2018,250,0
2,38.2,46.3,88.4,2,20,1021,77,5,1,18,19,9,2018,250,0
0,47.7,0,72.4,0,10,1016,81,6,3,4,20,1,2019,250,0
0,44.7,0,85.7,0,18,1014,64,6,1,5,13,10,2018,250,0
2,44.6,32,75,2,25,1018,77,6,6,15,24,8,2019,250,0
3,41.6,35.8,83.5,2,6,1018,86,2,5,10,2,2,2019,250,0
0,48.4,0,80.4,0,18,1016,60,3,1,1,20,10,2018,250,0
3,40.6,106.5,90,2,21,1018,73,6,1,16,13,8,2018,700,0
0,36.9,5.8,87.7,0,2,1031,86,2,1,2,4,2,2019,250,0
0,41.5,0,74.9,2,13,1018,62,0,2,9,30,3,2019,250,0
2,39.4,27.4,89.8,2,18,1017,93,1,6,10,16,8,2018,250,0
2,33.7,13.1,76.6,2,15,1014,93,5,4,12,8,5,2019,250,0
2,37.7,37.7,87.8,2,13,1008,82,4,5,16,5,11,2018,250,0
1,42.5,14.1,83.8,2,30,1012,33,5,1,17,1,9,2018,700,0
0,42.2,0,81.8,0,9,1017,87,3,5,22,7,11,2018,250,0
0,37.8,0,54.6,1,14,1014,100,1,3,7,22,9,2019,250,0
2,31.9,77.6,82.9,2,13,1021,58,5,5,16,17,1,2019,700,0
2,44.3,10.1,84.5,0,2,1020,100,1,1,7,19,2,2019,250,0
2,32.4,16.9,87.6,2,13,1027,82,2,4,12,7,2,2019,250,0
1,32.1,8.9,100.7,2,21,1029,33,3,1,13,24,2,2019,250,0
0,39.7,4.4,77,0,10,1021,87,2,2,22,11,4,2019,250,0
0,43.8,5.8,80.9,0,16,1017,82,2,1,0,17,8,2018,250,0
3,40,72.7,87.9,2,23,1022,36,2,1,10,26,9,2018,250,0
2,41.6,17.4,71,2,13,1018,93,4,4,13,29,1,2019,700,0
0,45.8,1.1,84.7,0,18,1021,93,1,6,0,21,9,2018,250,0
0,44.9,0,67.1,0,6,1020,100,2,1,2,26,1,2019,250,0
2,34.5,18.2,83.5,2,17,1014,93,3,3,18,14,4,2019,250,0
2,42.1,15.3,87,0,16,1017,87,0,1,23,27,7,2018,250,0
2,43.4,26.5,83.7,1,23,1012,64,2,1,19,2,9,2018,700,0
0,43.7,4.1,82,0,16,1009,93,2,6,20,15,10,2018,700,0
